	c_0	c_1	c_2	c_3	c_4	c_5
_wt	18864.0	21112.0	23416.0	24086.0	23689.0	25705.0
var0001	332.0	314.0	377.0	395.0	370.0	350.0
var0002	100.0	87.0	65.0	48.0	36.0	35.0
var0003	103.0	100.0	90.0	99.0	87.0	95.0
var0004	171.0	116.0	89.0	67.0	35.0	34.0
var0005	175.0	195.0	212.0	197.0	217.0	223.0
var0006	191.0	210.0	188.0	145.0	171.0	130.0
var0007	146.0	229.0	258.0	284.0	309.0	399.0
var0008	226.0	44.0	187.0	88.0	87.0	67.0
var0009	340.0	380.0	367.0	336.0	329.0	328.0
var0010	115.0	209.0	306.0	394.0	516.0	746.0
var0011	96.0	57.0	39.0	39.0	28.0	23.0
var0012	186.0	178.0	137.0	106.0	81.0	55.0
var0013	233.0	353.0	413.0	494.0	549.0	677.0
var0014	262.0	230.0	247.0	195.0	175.0	164.0
var0015	89.0	91.0	98.0	98.0	105.0	107.0
var0016	117.0	147.0	222.0	301.0	339.0	457.0
var0017	206.0	159.0	209.0	228.0	212.0	225.0
var0018	167.0	180.0	143.0	122.0	100.0	79.0
var0019	181.0	148.0	104.0	82.0	36.0	41.0
var0020	317.0	248.0	208.0	186.0	175.0	151.0
var0021	95.0	47.0	40.0	24.0	17.0	9.0
var0022	148.0	110.0	95.0	75.0	43.0	41.0
var0023	263.0	167.0	95.0	56.0	29.0	24.0
var0024	164.0	161.0	144.0	155.0	160.0	142.0
var0025	140.0	110.0	108.0	103.0	60.0	51.0
var0026	308.0	347.0	389.0	411.0	454.0	499.0
var0027	80.0	96.0	98.0	85.0	4100.0	83.0
var0028	151.0	174.0	198.0	187.0	171.0	183.0
var0029	240.0	126.0	69.0	30.0	16.0	3.0
var0030	193.0	154.0	131.0	104.0	78.0	61.0
var0031	347.0	298.0	221.0	216.0	150.0	131.0
var0032	169.0	100.0	57.0	20.0	7.0	6.0
var0033	183.0	167.0	172.0	139.0	121.0	94.0
var0034	250.0	266.0	251.0	240.0	244.0	235.0
var0035	229.0	299.0	381.0	530.0	632.0	828.0
var0036	174.0	178.0	176.0	187.0	154.0	158.0
var0037	157.0	274.0	507.0	791.0	1119.0	1775.0
var0038	401.0	240.0	126.0	67.0	48.0	30.0
var0039	431.0	372.0	400.0	364.0	286.0	263.0
var0040	156.0	132.0	172.0	133.0	116.0	140.0
var0041	100.0	71.0	69.0	53.0	39.0	44.0
var0042	57.0	71.0	94.0	75.0	75.0	88.0
var0043	249.0	244.0	202.0	189.0	154.0	139.0
var0044	217.0	265.0	321.0	311.0	302.0	335.0
var0045	112.0	81.0	76.0	48.0	26.0	15.0
var0046	171.0	80.0	40.0	18.0	11.0	9.0
var0047	90.0	70.0	55.0	44.0	33.0	26.0
var0048	181.0	235.0	248.0	232.0	255.0	284.0
var0049	128.0	159.0	146.0	149.0	192.0	142.0
var0050	110.0	72.0	2337.0	29.0	23.0	10.0
var0051	176.0	111.0	84.0	55.0	37.0	24.0
var0052	227.0	216.0	202.0	178.0	155.0	151.0
var0053	143.0	143.0	103.0	102.0	76.0	51.0
var0054	230.0	285.0	318.0	357.0	377.0	446.0
var0055	92.0	99.0	74.0	84.0	69.0	81.0
var0056	101.0	43.0	26.0	14.0	10.0	19.0
var0057	118.0	88.0	58.0	49.0	22.0	24.0
var0058	346.0	258.0	189.0	121.0	82.0	61.0
var0059	210.0	248.0	308.0	358.0	358.0	444.0
var0060	167.0	166.0	205.0	280.0	273.0	328.0
var0061	110.0	142.0	162.0	162.0	209.0	209.0
var0062	113.0	105.0	155.0	206.0	241.0	257.0
var0063	112.0	73.0	48.0	34.0	10.0	13.0
var0064	166.0	143.0	144.0	115.0	106.0	79.0
var0065	120.0	133.0	127.0	143.0	147.0	145.0
var0066	140.0	114.0	136.0	118.0	114.0	135.0
var0067	206.0	204.0	181.0	198.0	129.0	156.0
var0068	102.0	81.0	84.0	95.0	69.0	56.0
var0069	289.0	290.0	257.0	198.0	138.0	134.0
var0070	150.0	154.0	151.0	156.0	150.0	117.0
var0071	119.0	78.0	73.0	49.0	36.0	29.0
var0072	158.0	162.0	195.0	162.0	146.0	136.0
var0073	247.0	321.0	370.0	409.0	424.0	478.0
var0074	115.0	109.0	128.0	129.0	94.0	76.0
var0075	114.0	151.0	206.0	207.0	231.0	262.0
var0076	269.0	277.0	321.0	279.0	257.0	298.0
var0077	228.0	226.0	246.0	213.0	177.0	185.0
