	count
_wt	26383
var0001	129
var0002	83
var0003	112
var0004	9
var0005	433
var0006	121
var0007	330
var0008	30
var0009	105
var0010	792
var0011	45
var0012	48
var0013	499
var0014	184
var0015	305
var0016	424
var0017	175
var0018	38
var0019	12
var0020	133
var0021	9
var0022	36
var0023	27
var0024	150
var0025	31
var0026	224
var0027	202
var0028	173
var0029	7
var0030	43
var0031	23
var0032	5
var0033	117
var0034	75
var0035	875
var0036	146
var0037	1623
var0038	15
var0039	165
var0040	292
var0041	81
var0042	407
var0043	65
var0044	320
var0045	30
var0046	5
var0047	28
var0048	295
var0049	223
var0050	13
var0051	58
var0052	139
var0053	51
var0054	332
var0055	164
var0056	11
var0057	49
var0058	29
var0059	344
var0060	407
var0061	188
var0062	678
var0063	26
var0064	76
var0065	276
var0066	183
var0067	116
var0068	60
var0069	94
var0070	140
var0071	112
var0072	213
var0073	757
var0074	151
var0075	495
var0076	127
var0077	67
var0078	150
var0079	32
var0080	15
var0081	3
var0082	267
var0083	293
var0084	163
var0085	541
var0086	44
var0087	5
var0088	422
var0089	45
var0090	372
var0091	24
var0092	23
var0093	58
var0095	560
var0096	394
var0097	88
var0098	110
var0099	338
var0100	75
var0101	117
var0102	60
var0103	15
var0104	276
var0105	7
var0106	403
var0107	28
var0108	541
var0109	13
var0110	13
var0111	337
var0112	213
var0113	313
var0114	68
var0115	564
var0116	79
var0117	200
var0118	889
var0119	247
var0120	67
var0121	247
var0122	158
var0123	141
var0124	564
var0125	196
var0126	72
var0127	94
var0128	229
var0129	94
var0130	44
var0131	336
var0132	517
var0133	33
var0134	16
var0135	179
var0136	85
var0137	137
var0138	173
var0139	132
var0140	31
var0141	73
var0142	366
var0143	370
var0144	11
var0145	61
var0146	16
var0147	243
var0148	51
var0149	48
var0150	188
var0151	22
var0152	23
var0153	20
var0154	257
var0155	49
var0156	66
var0157	388
var0158	50
var0159	101
var0160	5
var0161	79
var0162	45
var0163	125
var0164	205
var0165	40
var0166	14
var0167	232
var0168	315
var0169	83
var0170	89
var0171	500
var0172	275
var0173	3892
var0174	32
var0175	105
var0176	41
var0177	8
var0178	216
var0179	43
var0180	55
var0181	41
var0182	145
var0183	3
var0184	44
var0185	54
var0186	20
var0187	110
var0188	27
var0189	130
var0190	44
var0191	358
var0192	124
var0193	2
var0194	85
var0195	53
var0196	55
var0197	5
var0198	179
var0199	1
