	c_0	c_1	c_2	c_3	c_4	c_5
_wt	20452.0	22363.0	24108.0	25789.0	25970.0	25495.0
var0001	100.0	139.0	169.0	200.0	240.0	255.0
var0002	99.0	136.0	163.0	146.0	200.0	207.0
var0003	181.0	160.0	137.0	122.0	95.0	77.0
var0004	129.0	132.0	138.0	138.0	105.0	49.0
var0005	181.0	185.0	158.0	113.0	90.0	68.0
var0006	192.0	204.0	209.0	271.0	274.0	250.0
var0007	246.0	272.0	221.0	237.0	177.0	157.0
var0008	135.0	131.0	105.0	123.0	105.0	97.0
var0009	162.0	144.0	91.0	110.0	92.0	77.0
var0010	190.0	151.0	144.0	155.0	125.0	106.0
var0011	214.0	180.0	151.0	120.0	145.0	100.0
var0012	112.0	97.0	72.0	57.0	57.0	30.0
var0013	174.0	142.0	113.0	109.0	99.0	46.0
var0014	339.0	379.0	376.0	320.0	312.0	272.0
var0015	106.0	120.0	96.0	104.0	60.0	74.0
var0016	266.0	246.0	225.0	231.0	185.0	154.0
var0017	207.0	192.0	217.0	224.0	263.0	221.0
var0018	186.0	186.0	182.0	167.0	165.0	182.0
var0019	321.0	241.0	214.0	213.0	148.0	114.0
var0020	208.0	242.0	276.0	427.0	404.0	483.0
var0021	257.0	319.0	356.0	504.0	522.0	619.0
var0022	217.0	244.0	273.0	307.0	317.0	316.0
var0023	215.0	139.0	90.0	72.0	42.0	29.0
var0024	129.0	137.0	163.0	167.0	167.0	147.0
var0025	136.0	97.0	58.0	46.0	34.0	29.0
var0026	336.0	293.0	267.0	240.0	177.0	124.0
var0027	197.0	160.0	153.0	117.0	85.0	62.0
var0028	128.0	138.0	115.0	80.0	116.0	102.0
var0029	94.0	77.0	58.0	40.0	34.0	42.0
var0030	412.0	391.0	328.0	270.0	196.0	161.0
var0031	193.0	197.0	170.0	178.0	137.0	135.0
var0032	109.0	139.0	104.0	114.0	112.0	58.0
var0033	133.0	79.0	49.0	27.0	35.0	10.0
var0034	140.0	142.0	120.0	106.0	99.0	73.0
var0035	115.0	161.0	127.0	95.0	94.0	60.0
var0036	216.0	120.0	61.0	33.0	24.0	18.0
var0037	182.0	150.0	113.0	66.0	54.0	39.0
var0038	173.0	263.0	253.0	322.0	395.0	419.0
var0039	255.0	242.0	232.0	269.0	299.0	254.0
var0040	195.0	220.0	206.0	203.0	168.0	154.0
var0041	196.0	217.0	195.0	197.0	177.0	187.0
var0042	237.0	180.0	123.0	112.0	56.0	42.0
var0043	211.0	159.0	194.0	186.0	181.0	125.0
var0044	132.0	133.0	201.0	231.0	257.0	291.0
var0045	183.0	191.0	137.0	118.0	131.0	111.0
var0046	59.0	124.0	162.0	266.0	342.0	454.0
var0047	191.0	225.0	256.0	211.0	218.0	178.0
var0048	210.0	252.0	274.0	205.0	239.0	217.0
var0049	213.0	235.0	239.0	229.0	219.0	176.0
var0050	231.0	198.0	175.0	140.0	120.0	81.0
var0051	286.0	356.0	473.0	633.0	813.0	972.0
var0052	145.0	177.0	165.0	160.0	163.0	163.0
var0053	268.0	360.0	466.0	609.0	771.0	848.0
var0054	156.0	236.0	394.0	487.0	725.0	895.0
var0055	121.0	181.0	213.0	272.0	429.0	534.0
var0056	206.0	132.0	93.0	60.0	35.0	28.0
var0057	97.0	70.0	87.0	70.0	51.0	48.0
var0058	192.0	121.0	84.0	57.0	60.0	28.0
var0059	203.0	197.0	149.0	136.0	127.0	103.0
var0060	275.0	249.0	284.0	306.0	282.0	296.0
var0061	178.0	199.0	230.0	256.0	248.0	302.0
var0062	160.0	176.0	194.0	210.0	159.0	154.0
var0063	92.0	102.0	110.0	121.0	157.0	173.0
var0064	118.0	139.0	128.0	121.0	142.0	136.0
var0065	143.0	165.0	190.0	208.0	194.0	177.0
var0066	101.0	66.0	48.0	38.0	33.0	25.0
var0067	226.0	223.0	242.0	174.0	169.0	176.0
var0068	112.0	143.0	159.0	110.0	93.0	101.0
var0069	156.0	210.0	252.0	301.0	368.0	361.0
var0070	154.0	131.0	80.0	38.0	16.0	8.0
var0071	153.0	121.0	96.0	69.0	45.0	39.0
var0072	166.0	195.0	204.0	166.0	217.0	179.0
var0073	289.0	287.0	331.0	348.0	308.0	358.0
var0074	174.0	201.0	169.0	194.0	164.0	188.0
var0075	103.0	96.0	90.0	72.0	59.0	65.0
var0076	313.0	274.0	186.0	157.0	106.0	84.0
var0077	145.0	99.0	75.0	50.0	24.0	19.0
var0078	54.0	67.0	63.0	63.0	64.0	52.0
var0079	155.0	96.0	84.0	41.0	17.0	12.0
var0080	292.0	385.0	486.0	633.0	670.0	802.0
var0081	203.0	184.0	153.0	132.0	89.0	64.0
var0082	263.0	203.0	151.0	88.0	65.0	37.0
var0083	340.0	348.0	354.0	293.0	263.0	222.0
var0084	267.0	238.0	164.0	127.0	70.0	52.0
var0085	191.0	174.0	175.0	127.0	142.0	94.0
var0086	112.0	100.0	56.0	37.0	23.0	13.0
var0087	146.0	207.0	262.0	278.0	314.0	357.0
var0088	201.0	176.0	135.0	126.0	115.0	124.0
var0089	196.0	142.0	124.0	112.0	108.0	91.0
var0090	146.0	184.0	190.0	182.0	211.0	197.0
var0091	496.0	596.0	603.0	546.0	630.0	598.0
var0092	110.0	116.0	117.0	125.0	117.0	114.0
var0093	179.0	169.0	157.0	139.0	100.0	79.0
var0094	236.0	253.0	174.0	184.0	144.0	122.0
var0095	144.0	179.0	169.0	203.0	217.0	227.0
var0096	197.0	193.0	221.0	221.0	235.0	204.0
var0097	278.0	266.0	276.0	293.0	253.0	262.0
var0098	226.0	228.0	190.0	195.0	167.0	148.0
var0099	172.0	204.0	244.0	291.0	317.0	323.0
var0100	88.0	106.0	133.0	128.0	113.0	115.0
var0101	196.0	183.0	161.0	165.0	143.0	138.0
var0102	266.0	229.0	168.0	138.0	112.0	64.0
var0103	87.0	63.0	61.0	67.0	35.0	31.0
var0104	109.0	77.0	82.0	77.0	59.0	33.0
var0105	167.0	150.0	137.0	87.0	75.0	52.0
var0106	266.0	282.0	287.0	285.0	268.0	233.0
var0107	164.0	191.0	178.0	189.0	204.0	140.0
var0108	131.0	134.0	130.0	127.0	120.0	118.0
var0109	273.0	242.0	219.0	188.0	148.0	129.0
var0110	240.0	198.0	188.0	121.0	106.0	63.0
var0111	204.0	115.0	103.0	63.0	34.0	30.0
var0112	134.0	120.0	98.0	81.0	61.0	41.0
var0113	175.0	154.0	135.0	99.0	62.0	36.0
var0114	108.0	123.0	127.0	154.0	146.0	156.0
var0115	148.0	117.0	91.0	73.0	43.0	35.0
var0116	145.0	183.0	163.0	203.0	164.0	183.0
var0117	277.0	272.0	278.0	218.0	196.0	151.0
var0118	229.0	227.0	155.0	107.0	72.0	62.0
var0119	160.0	155.0	163.0	160.0	199.0	171.0
var0120	204.0	223.0	226.0	240.0	240.0	203.0
var0121	213.0	210.0	261.0	246.0	271.0	270.0
var0122	181.0	180.0	162.0	155.0	126.0	116.0
var0123	122.0	100.0	109.0	116.0	110.0	86.0
var0124	181.0	246.0	283.0	329.0	299.0	290.0
var0125	60.0	67.0	66.0	56.0	87.0	60.0
var0126	375.0	339.0	381.0	427.0	360.0	354.0
var0127	185.0	208.0	181.0	187.0	176.0	143.0
var0128	109.0	86.0	73.0	63.0	62.0	52.0
var0129	216.0	322.0	414.0	589.0	883.0	1102.0
var0130	176.0	247.0	337.0	444.0	565.0	719.0
var0131	108.0	104.0	67.0	53.0	51.0	33.0
var0132	248.0	295.0	284.0	301.0	341.0	368.0
var0133	334.0	400.0	464.0	553.0	608.0	628.0
var0134	347.0	290.0	249.0	185.0	157.0	130.0
var0135	142.0	144.0	127.0	101.0	81.0	64.0
var0136	148.0	114.0	115.0	64.0	46.0	22.0
var0137	117.0	104.0	61.0	45.0	44.0	19.0
var0138	399.0	315.0	335.0	285.0	262.0	220.0
var0139	194.0	197.0	203.0	191.0	174.0	132.0
var0140	188.0	116.0	137.0	82.0	74.0	61.0
var0141	131.0	167.0	197.0	213.0	238.0	255.0
var0142	229.0	236.0	228.0	225.0	216.0	201.0
var0143	163.0	143.0	102.0	89.0	67.0	55.0
var0144	350.0	271.0	189.0	169.0	140.0	81.0
var0145	325.0	297.0	276.0	271.0	228.0	188.0
var0146	93.0	86.0	100.0	109.0	100.0	102.0
var0147	182.0	121.0	77.0	50.0	21.0	25.0
var0148	150.0	134.0	103.0	95.0	79.0	69.0
var0149	307.0	290.0	309.0	293.0	341.0	320.0
var0150	274.0	161.0	138.0	97.0	56.0	55.0
var0151	229.0	135.0	122.0	72.0	44.0	23.0
var0152	154.0	164.0	156.0	115.0	107.0	110.0
var0153	116.0	157.0	208.0	284.0	363.0	412.0
var0154	240.0	231.0	186.0	143.0	110.0	90.0
var0155	141.0	114.0	101.0	113.0	93.0	65.0
var0156	118.0	132.0	133.0	168.0	187.0	153.0
var0157	140.0	135.0	125.0	137.0	134.0	112.0
var0158	247.0	289.0	307.0	339.0	296.0	332.0
var0159	157.0	118.0	108.0	100.0	83.0	55.0
var0160	242.0	258.0	223.0	201.0	179.0	160.0
var0161	134.0	130.0	98.0	69.0	55.0	57.0
var0162	162.0	187.0	197.0	214.0	192.0	177.0
var0163	139.0	184.0	264.0	388.0	537.0	629.0
var0164	365.0	397.0	448.0	471.0	505.0	521.0
var0165	169.0	126.0	110.0	80.0	72.0	66.0
var0166	167.0	207.0	216.0	236.0	202.0	249.0
var0167	215.0	271.0	249.0	227.0	247.0	239.0
var0168	217.0	150.0	83.0	51.0	28.0	18.0
var0169	120.0	74.0	81.0	80.0	44.0	54.0
var0170	292.0	317.0	355.0	324.0	310.0	319.0
var0171	170.0	214.0	218.0	234.0	257.0	232.0
var0172	272.0	296.0	350.0	341.0	395.0	376.0
var0173	174.0	215.0	208.0	239.0	278.0	312.0
var0174	129.0	98.0	63.0	65.0	46.0	32.0
var0175	115.0	76.0	73.0	54.0	27.0	13.0
var0176	129.0	97.0	60.0	29.0	19.0	12.0
var0177	272.0	283.0	268.0	256.0	243.0	183.0
var0178	223.0	206.0	131.0	90.0	93.0	62.0
var0179	109.0	122.0	128.0	141.0	142.0	145.0
var0180	125.0	125.0	111.0	77.0	61.0	48.0
var0181	244.0	305.0	352.0	384.0	424.0	475.0
var0182	187.0	183.0	190.0	199.0	179.0	165.0
var0183	485.0	615.0	873.0	1130.0	1391.0	1655.0
var0184	198.0	187.0	179.0	169.0	143.0	146.0
var0185	190.0	182.0	105.0	83.0	72.0	43.0
var0186	326.0	404.0	485.0	603.0	745.0	877.0
var0187	271.0	210.0	133.0	94.0	77.0	60.0
var0188	236.0	262.0	281.0	270.0	244.0	231.0
var0189	246.0	248.0	280.0	257.0	242.0	236.0
var0190	354.0	457.0	632.0	838.0	1068.0	1332.0
var0191	304.0	344.0	289.0	225.0	241.0	168.0
var0192	106.0	153.0	148.0	201.0	183.0	153.0
var0193	183.0	140.0	106.0	76.0	52.0	25.0
var0194	213.0	226.0	230.0	251.0	215.0	234.0
var0195	218.0	147.0	74.0	57.0	47.0	22.0
var0196	282.0	277.0	292.0	289.0	314.0	355.0
var0197	132.0	121.0	118.0	131.0	106.0	112.0
var0198	302.0	291.0	194.0	119.0	77.0	45.0
var0199	150.0	105.0	87.0	61.0	58.0	50.0
var0200	214.0	190.0	228.0	230.0	257.0	257.0
var0201	180.0	188.0	287.0	338.0	360.0	423.0
var0202	241.0	171.0	161.0	122.0	109.0	97.0
var0203	170.0	220.0	245.0	277.0	298.0	398.0
var0204	186.0	208.0	213.0	201.0	191.0	158.0
var0205	154.0	146.0	129.0	116.0	96.0	78.0
var0206	112.0	145.0	180.0	208.0	198.0	234.0
var0207	253.0	300.0	343.0	395.0	369.0	382.0
var0208	146.0	153.0	205.0	206.0	249.0	252.0
var0209	219.0	214.0	176.0	197.0	137.0	182.0
var0210	93.0	121.0	134.0	117.0	148.0	151.0
var0211	171.0	163.0	172.0	190.0	162.0	182.0
var0212	156.0	161.0	180.0	150.0	176.0	134.0
var0213	240.0	325.0	346.0	403.0	454.0	503.0
var0214	60.0	68.0	50.0	39.0	30.0	20.0
var0215	149.0	157.0	141.0	159.0	138.0	137.0
var0216	201.0	209.0	223.0	194.0	122.0	136.0
var0217	328.0	396.0	424.0	413.0	469.0	446.0
var0218	334.0	256.0	184.0	141.0	108.0	81.0
var0219	64.0	101.0	140.0	214.0	211.0	273.0
var0220	346.0	287.0	276.0	202.0	152.0	148.0
var0221	140.0	172.0	157.0	155.0	146.0	151.0
var0222	131.0	108.0	102.0	80.0	78.0	54.0
var0223	157.0	110.0	56.0	53.0	29.0	28.0
var0224	229.0	229.0	266.0	268.0	264.0	240.0
var0225	206.0	311.0	303.0	371.0	404.0	379.0
var0226	153.0	114.0	143.0	119.0	123.0	95.0
var0227	490.0	404.0	310.0	220.0	157.0	117.0
var0228	182.0	198.0	175.0	178.0	155.0	104.0
var0229	117.0	64.0	48.0	42.0	27.0	8.0
var0230	265.0	221.0	205.0	190.0	188.0	150.0
var0231	306.0	215.0	155.0	107.0	60.0	42.0
var0232	158.0	110.0	79.0	65.0	45.0	31.0
var0233	154.0	110.0	73.0	53.0	30.0	13.0
var0234	222.0	192.0	194.0	170.0	131.0	138.0
var0235	120.0	166.0	127.0	154.0	171.0	124.0
var0236	277.0	201.0	153.0	98.0	77.0	56.0
var0237	106.0	112.0	108.0	123.0	128.0	118.0
var0238	174.0	225.0	270.0	309.0	351.0	372.0
var0239	270.0	291.0	340.0	380.0	403.0	396.0
var0240	88.0	100.0	69.0	56.0	71.0	49.0
var0241	198.0	203.0	264.0	321.0	356.0	360.0
var0242	169.0	159.0	156.0	138.0	109.0	123.0
var0243	312.0	230.0	232.0	213.0	187.0	129.0
var0244	172.0	201.0	203.0	177.0	151.0	104.0
var0245	121.0	163.0	182.0	209.0	261.0	352.0
var0246	219.0	303.0	316.0	452.0	464.0	491.0
var0247	114.0	113.0	109.0	125.0	127.0	104.0
var0248	345.0	324.0	289.0	308.0	237.0	216.0
var0249	114.0	107.0	89.0	92.0	80.0	68.0
var0250	192.0	156.0	86.0	49.0	26.0	21.0
var0251	137.0	125.0	121.0	123.0	116.0	100.0
var0252	83.0	122.0	194.0	251.0	369.0	485.0
var0253	285.0	213.0	204.0	154.0	110.0	61.0
var0254	226.0	249.0	261.0	297.0	286.0	232.0
var0255	269.0	316.0	346.0	347.0	344.0	338.0
var0256	105.0	115.0	256.0	318.0	361.0	449.0
var0257	177.0	209.0	192.0	187.0	163.0	121.0
var0258	157.0	114.0	109.0	83.0	67.0	46.0
var0259	250.0	238.0	226.0	222.0	177.0	204.0
var0260	164.0	171.0	215.0	256.0	271.0	278.0
var0261	113.0	92.0	77.0	107.0	83.0	64.0
var0262	120.0	125.0	120.0	130.0	141.0	132.0
var0263	159.0	152.0	138.0	132.0	125.0	110.0
var0264	174.0	215.0	204.0	193.0	138.0	131.0
var0265	272.0	281.0	414.0	506.0	533.0	625.0
var0266	412.0	507.0	520.0	616.0	622.0	661.0
var0267	112.0	199.0	285.0	398.0	522.0	657.0
var0268	196.0	132.0	92.0	71.0	50.0	26.0
var0269	111.0	77.0	71.0	64.0	39.0	18.0
var0270	137.0	106.0	114.0	101.0	75.0	60.0
var0271	131.0	125.0	118.0	120.0	126.0	102.0
var0272	134.0	139.0	168.0	167.0	142.0	135.0
var0273	154.0	179.0	192.0	259.0	256.0	239.0
var0274	514.0	390.0	259.0	189.0	134.0	92.0
var0275	186.0	245.0	338.0	415.0	483.0	554.0
var0276	233.0	198.0	170.0	120.0	95.0	90.0
var0277	439.0	396.0	382.0	267.0	231.0	153.0
var0278	158.0	132.0	95.0	93.0	72.0	63.0
var0279	255.0	248.0	276.0	327.0	297.0	262.0
var0280	201.0	196.0	251.0	235.0	257.0	282.0
var0281	190.0	191.0	228.0	242.0	236.0	178.0
var0282	128.0	126.0	118.0	102.0	108.0	84.0
var0283	154.0	150.0	97.0	91.0	66.0	47.0
var0284	213.0	237.0	268.0	278.0	287.0	252.0
var0285	143.0	108.0	123.0	71.0	76.0	44.0
var0286	120.0	151.0	166.0	186.0	188.0	202.0
var0287	193.0	158.0	159.0	148.0	123.0	114.0
var0288	106.0	111.0	162.0	167.0	259.0	274.0
var0289	197.0	190.0	157.0	160.0	156.0	144.0
var0290	143.0	185.0	186.0	155.0	118.0	123.0
var0291	121.0	119.0	84.0	105.0	92.0	85.0
var0292	118.0	128.0	121.0	121.0	76.0	90.0
var0293	177.0	175.0	142.0	119.0	96.0	87.0
var0294	228.0	334.0	412.0	484.0	620.0	726.0
var0295	96.0	76.0	27.0	21.0	24.0	18.0
var0296	249.0	270.0	356.0	399.0	511.0	539.0
var0297	90.0	95.0	139.0	103.0	99.0	92.0
var0298	116.0	153.0	144.0	160.0	108.0	84.0
var0299	159.0	183.0	218.0	219.0	200.0	188.0
var0300	162.0	159.0	177.0	148.0	139.0	151.0
var0301	219.0	362.0	551.0	795.0	1102.0	1587.0
var0302	172.0	151.0	75.0	56.0	29.0	19.0
var0303	90.0	104.0	112.0	81.0	98.0	89.0
var0304	248.0	241.0	245.0	192.0	148.0	141.0
var0305	107.0	93.0	100.0	109.0	106.0	113.0
var0306	228.0	274.0	349.0	440.0	542.0	588.0
var0307	173.0	259.0	371.0	469.0	648.0	758.0
var0308	306.0	247.0	208.0	123.0	109.0	82.0
var0309	265.0	304.0	388.0	489.0	500.0	612.0
var0310	363.0	355.0	331.0	317.0	244.0	204.0
var0311	141.0	125.0	145.0	118.0	113.0	116.0
var0312	212.0	355.0	520.0	737.0	1126.0	1501.0
var0313	423.0	270.0	259.0	211.0	132.0	106.0
var0314	74.0	55.0	63.0	41.0	51.0	45.0
var0315	184.0	207.0	217.0	234.0	221.0	286.0
var0316	141.0	138.0	151.0	118.0	109.0	81.0
var0317	179.0	143.0	151.0	119.0	90.0	67.0
var0318	371.0	307.0	299.0	214.0	159.0	146.0
var0319	338.0	313.0	278.0	227.0	249.0	183.0
var0320	237.0	132.0	84.0	67.0	40.0	24.0
var0321	443.0	493.0	414.0	377.0	314.0	259.0
var0322	281.0	310.0	336.0	332.0	280.0	246.0
var0323	133.0	160.0	123.0	109.0	96.0	78.0
var0324	173.0	187.0	203.0	226.0	258.0	312.0
var0325	507.0	495.0	475.0	480.0	456.0	397.0
var0326	188.0	141.0	169.0	100.0	90.0	73.0
var0327	218.0	230.0	224.0	236.0	194.0	148.0
var0328	310.0	340.0	309.0	349.0	357.0	315.0
var0329	107.0	68.0	43.0	26.0	19.0	14.0
var0330	283.0	183.0	130.0	97.0	66.0	34.0
var0331	193.0	168.0	107.0	68.0	36.0	28.0
var0332	168.0	186.0	242.0	188.0	216.0	184.0
var0333	189.0	199.0	221.0	186.0	206.0	223.0
var0334	165.0	168.0	188.0	183.0	147.0	151.0
var0335	144.0	131.0	112.0	115.0	106.0	87.0
var0336	129.0	116.0	129.0	87.0	84.0	53.0
var0337	137.0	201.0	199.0	156.0	204.0	200.0
var0338	221.0	271.0	354.0	416.0	437.0	448.0
var0339	71.0	107.0	129.0	109.0	104.0	97.0
var0340	155.0	153.0	123.0	96.0	78.0	50.0
var0341	164.0	215.0	186.0	207.0	215.0	246.0
var0342	158.0	121.0	75.0	60.0	18.0	15.0
var0343	108.0	95.0	104.0	92.0	78.0	74.0
var0344	92.0	78.0	67.0	55.0	62.0	46.0
var0345	92.0	113.0	119.0	146.0	143.0	179.0
var0346	138.0	156.0	135.0	156.0	138.0	129.0
var0347	228.0	236.0	214.0	239.0	217.0	176.0
var0348	77.0	89.0	73.0	90.0	77.0	77.0
var0349	143.0	147.0	144.0	117.0	109.0	78.0
var0350	461.0	380.0	276.0	226.0	117.0	106.0
var0351	168.0	225.0	243.0	278.0	286.0	331.0
var0352	131.0	119.0	100.0	92.0	88.0	70.0
var0353	239.0	335.0	456.0	718.0	879.0	1152.0
var0354	277.0	324.0	378.0	376.0	380.0	378.0
var0355	254.0	176.0	142.0	93.0	70.0	47.0
var0356	97.0	67.0	59.0	42.0	25.0	21.0
var0357	282.0	199.0	205.0	149.0	120.0	84.0
var0358	193.0	118.0	100.0	68.0	50.0	19.0
var0359	254.0	298.0	298.0	372.0	392.0	387.0
var0360	296.0	294.0	339.0	302.0	357.0	332.0
var0361	321.0	386.0	439.0	442.0	431.0	400.0
var0362	156.0	170.0	160.0	121.0	120.0	87.0
var0363	242.0	242.0	207.0	198.0	182.0	139.0
var0364	71.0	108.0	111.0	201.0	238.0	334.0
var0365	381.0	303.0	283.0	185.0	129.0	101.0
var0366	208.0	172.0	173.0	177.0	152.0	144.0
var0367	259.0	163.0	104.0	64.0	38.0	26.0
var0368	170.0	197.0	183.0	192.0	187.0	177.0
var0369	304.0	227.0	193.0	141.0	81.0	73.0
var0370	118.0	107.0	136.0	124.0	126.0	116.0
var0371	145.0	114.0	77.0	51.0	30.0	25.0
var0372	129.0	183.0	276.0	374.0	506.0	710.0
var0373	140.0	165.0	207.0	255.0	235.0	239.0
var0374	220.0	187.0	169.0	104.0	55.0	49.0
var0375	210.0	190.0	169.0	122.0	73.0	50.0
var0376	94.0	77.0	50.0	34.0	26.0	19.0
var0377	156.0	140.0	126.0	125.0	87.0	69.0
var0378	115.0	115.0	118.0	59.0	49.0	38.0
var0379	308.0	303.0	271.0	239.0	213.0	201.0
var0380	172.0	161.0	198.0	159.0	139.0	119.0
var0381	129.0	102.0	95.0	71.0	61.0	41.0
