	count
_wt	26849
var0001	139
var0002	187
var0003	104
var0004	52
var0005	404
var0006	146
var0007	102
var0008	66
var0009	133
var0010	454
var0011	49
var0012	113
var0013	350
var0014	326
var0015	388
var0016	317
var0017	269
var0018	91
var0019	39
var0020	242
var0021	62
var0022	56
var0023	69
var0024	225
var0025	61
var0026	229
var0027	157
var0028	222
var0029	20
var0030	60
var0031	56
var0032	50
var0033	202
var0034	82
var0035	638
var0036	125
var0037	696
var0038	99
var0039	190
var0040	301
var0041	135
var0042	347
var0043	84
var0044	366
var0045	115
var0046	11
var0047	108
var0048	278
var0049	233
var0050	20
var0051	92
var0052	190
var0053	86
var0054	240
var0055	166
var0056	25
var0057	89
var0058	81
var0059	146
var0060	388
var0061	211
var0062	492
var0063	59
var0064	71
var0065	363
var0066	186
var0067	128
var0068	90
var0069	110
var0070	153
var0071	217
var0072	252
var0073	549
var0074	188
var0075	431
var0076	141
var0077	110
var0078	196
var0079	89
var0080	62
var0081	13
var0082	247
var0083	267
var0084	196
var0085	438
var0086	85
var0087	20
var0088	338
var0089	64
var0090	305
var0091	83
var0092	65
var0093	73
var0094	15
var0095	457
var0096	338
var0097	155
var0098	213
var0099	348
var0100	111
var0101	184
var0102	104
var0103	30
var0104	285
var0105	38
var0106	473
var0107	56
var0108	388
var0109	29
var0110	53
var0111	326
var0112	170
var0113	301
var0114	113
var0115	379
var0116	106
var0117	199
var0118	489
var0119	268
var0120	86
var0121	217
var0122	210
var0123	193
var0124	343
var0125	260
var0126	119
var0127	169
var0128	209
var0129	209
var0130	90
var0131	291
var0132	491
var0133	120
var0134	65
var0135	236
var0136	142
var0137	159
var0138	237
var0139	138
var0140	90
var0141	131
var0142	420
var0143	458
var0144	50
var0145	87
var0146	44
var0147	538
var0148	68
var0149	66
var0150	226
var0151	110
var0152	48
var0153	58
var0154	244
var0155	98
var0156	167
var0157	378
var0158	72
var0159	183
var0160	33
var0161	88
var0162	35
var0163	154
var0164	252
var0165	98
var0166	43
var0167	257
var0168	417
var0169	126
var0170	121
var0171	349
var0172	176
var0173	1894
var0174	75
var0175	137
var0176	85
var0177	43
var0178	273
var0179	100
var0180	128
var0181	120
var0182	184
var0183	20
var0184	70
var0185	80
var0186	56
