	count
_wt	25789
var0001	121
var0002	166
var0003	293
var0004	157
var0005	307
var0006	61
var0007	306
var0008	236
var0009	105
var0010	456
var0011	279
var0012	90
var0013	207
var0014	215
var0015	137
var0016	634
var0017	310
var0018	307
var0019	45
var0020	315
var0021	109
var0022	145
var0023	157
var0024	134
var0025	117
var0026	278
var0027	331
var0028	199
var0029	31
var0030	174
var0031	93
var0032	22
var0033	149
var0034	381
var0035	432
var0036	111
var0037	305
var0038	28
var0039	184
var0040	421
var0041	146
var0042	327
var0043	167
var0044	381
var0045	85
var0046	42
var0047	64
var0048	166
var0049	259
var0050	53
var0051	97
var0052	153
var0053	100
var0054	92
var0055	225
var0056	55
var0057	48
var0058	94
var0059	208
var0060	441
var0061	292
var0062	146
var0063	94
var0064	79
var0065	167
var0066	155
var0067	131
var0068	182
var0069	109
var0070	166
var0071	69
var0072	246
var0073	197
var0074	251
var0075	303
var0076	200
var0077	147
var0078	349
var0079	101
var0080	256
var0081	53
var0082	166
var0083	380
var0084	134
var0085	167
var0086	74
var0087	50
var0088	359
var0089	125
var0090	166
var0091	129
var0092	94
var0093	103
var0094	70
var0095	472
var0096	517
var0097	70
var0098	414
var0099	324
var0100	227
var0101	262
var0102	127
var0103	76
var0104	131
var0105	80
var0106	150
var0107	75
var0108	156
var0109	16
var0110	33
var0111	269
var0112	241
var0113	312
var0114	190
var0115	596
var0116	115
var0117	156
var0118	731
var0119	71
var0120	131
var0121	205
var0122	126
var0123	327
var0124	980
var0125	203
var0126	222
var0127	88
var0128	241
var0129	231
var0130	110
var0131	136
var0132	306
var0133	102
var0134	208
var0135	240
var0136	138
var0137	112
var0138	279
var0139	184
var0140	206
var0141	121
var0142	511
var0143	535
var0144	108
var0145	52
var0146	38
var0147	211
var0148	172
var0149	76
var0150	316
var0151	60
var0152	144
var0153	119
var0154	151
var0155	286
var0156	199
var0157	211
var0158	42
var0159	129
var0160	33
var0161	95
var0162	197
var0163	239
var0164	214
var0165	77
var0166	64
var0167	171
var0168	367
var0169	161
var0170	143
var0171	263
var0172	328
var0173	248
var0174	78
var0175	235
var0176	144
var0177	37
var0178	155
var0179	265
var0180	159
var0181	76
var0182	183
var0183	81
var0184	194
var0185	790
var0186	105
var0187	109
var0188	88
var0189	199
var0190	243
var0191	208
var0192	330
var0193	147
var0194	113
var0195	39
var0196	274
var0197	72
var0198	194
var0199	46
var0200	324
var0201	4
var0202	201
var0203	75
var0204	180
var0205	55
var0206	91
var0207	594
var0208	304
var0209	298
var0210	64
var0211	339
var0212	339
var0213	215
var0214	351
var0215	42
var0216	138
var0217	286
var0218	62
var0219	169
var0220	133
var0221	244
var0222	201
var0223	122
var0224	230
var0225	75
var0226	105
var0227	81
var0228	118
var0229	99
var0230	170
var0231	110
var0232	71
var0233	390
var0234	61
var0235	264
var0236	231
var0237	257
var0238	531
var0239	160
var0240	176
var0241	118
var0242	43
var0243	295
var0244	206
var0245	460
var0246	586
var0247	820
var0248	187
var0249	128
var0250	277
var0251	166
var0252	151
var0253	221
var0254	229
var0255	132
var0256	27
var0257	337
var0258	139
var0259	334
var0260	281
var0261	150
var0262	261
var0263	115
var0264	149
var0265	450
var0266	436
var0267	159
var0268	235
var0269	160
var0270	242
var0271	185
var0272	130
var0273	199
var0274	149
var0275	131
var0276	300
var0277	138
var0278	205
var0279	163
var0280	316
var0281	401
var0282	168
var0283	204
var0284	87
var0285	137
var0286	262
var0287	39
var0288	176
var0289	371
var0290	85
var0291	150
