	count
_wt	25210
var0001	107
var0002	112
var0003	238
var0004	94
var0005	299
var0006	92
var0007	322
var0008	203
var0009	91
var0010	592
var0011	216
var0012	78
var0013	213
var0014	208
var0015	161
var0016	859
var0017	258
var0018	127
var0019	42
var0020	248
var0021	75
var0022	136
var0023	75
var0024	176
var0025	75
var0026	326
var0027	315
var0028	172
var0029	21
var0030	154
var0031	98
var0032	9
var0033	129
var0034	340
var0035	475
var0036	87
var0037	763
var0038	22
var0039	143
var0040	413
var0041	94
var0042	270
var0043	154
var0044	368
var0045	54
var0046	20
var0047	55
var0048	175
var0049	238
var0050	43
var0051	54
var0052	129
var0053	76
var0054	91
var0055	214
var0056	21
var0057	42
var0058	90
var0059	209
var0060	454
var0061	309
var0062	216
var0063	47
var0064	100
var0065	172
var0066	144
var0067	105
var0068	149
var0069	87
var0070	161
var0071	50
var0072	182
var0073	212
var0074	200
var0075	308
var0076	168
var0077	178
var0078	312
var0079	68
var0080	62
var0081	26
var0082	173
var0083	477
var0084	124
var0085	136
var0086	52
var0087	40
var0088	408
var0089	147
var0090	181
var0091	107
var0092	50
var0093	96
var0094	15
var0095	572
var0096	530
var0097	54
var0098	279
var0099	377
var0100	158
var0101	184
var0102	114
var0103	53
var0104	132
var0105	24
var0106	127
var0107	30
var0108	179
var0109	17
var0110	24
var0111	315
var0112	245
var0113	357
var0114	147
var0115	808
var0116	110
var0117	136
var0118	925
var0119	123
var0120	117
var0121	210
var0122	120
var0123	267
var0124	1254
var0125	198
var0126	141
var0127	70
var0128	311
var0129	175
var0130	141
var0131	170
var0132	276
var0133	67
var0134	195
var0135	258
var0136	111
var0137	142
var0138	245
var0139	156
var0140	167
var0141	122
var0142	543
var0143	516
var0144	96
var0145	47
var0146	11
var0147	248
var0148	116
var0149	49
var0150	295
var0151	35
var0152	79
var0153	102
var0154	113
var0155	199
var0156	143
var0157	224
var0158	42
var0159	121
var0160	15
var0161	90
var0162	113
var0163	244
var0164	198
var0165	62
var0166	34
var0167	181
var0168	385
var0169	141
var0170	108
var0171	239
var0172	473
var0173	360
var0174	36
var0175	197
var0176	97
var0177	21
var0178	133
var0179	214
var0180	123
var0181	84
var0182	162
var0183	49
var0184	203
var0185	177
var0186	71
var0187	116
var0188	41
var0189	201
var0190	137
var0191	267
var0192	309
var0193	41
var0194	84
var0195	18
var0196	276
var0197	43
var0198	153
var0199	20
var0200	367
var0201	3
var0202	111
var0203	48
var0204	146
var0205	34
var0206	67
var0207	960
var0208	211
var0209	235
var0210	35
var0211	352
var0212	458
var0213	285
var0214	344
var0215	22
var0216	114
var0217	200
var0218	24
var0219	167
var0220	116
var0221	1028
var0222	159
var0223	115
var0224	251
var0225	51
var0226	94
var0227	76
var0228	135
var0229	69
var0230	142
var0231	140
var0232	29
var0233	384
var0234	38
var0235	270
var0236	187
var0237	217
var0238	504
var0239	145
var0240	140
var0241	74
var0242	12
var0243	309
var0244	171
var0245	385
var0246	736
var0247	1152
var0248	125
var0249	91
var0250	235
var0251	147
var0252	129
var0253	209
var0254	217
var0255	60
var0256	14
var0257	326
var0258	144
var0259	362
var0260	276
var0261	191
var0262	320
var0263	75
var0264	151
var0265	576
var0266	371
var0267	209
var0268	177
var0269	197
var0270	154
var0271	191
var0272	67
var0273	124
var0274	88
var0275	75
var0276	334
var0277	82
var0278	178
var0279	114
var0280	335
var0281	333
var0282	112
var0283	311
var0284	55
var0285	99
var0286	299
var0287	10
var0288	113
var0289	267
var0290	70
var0291	102
var0292	343
var0293	109
var0294	84
var0295	29
var0296	121
var0297	185
var0298	267
var0299	379
var0300	54
var0301	100
var0302	211
var0303	174
var0304	228
var0305	72
var0306	88
var0307	153
var0308	157
var0309	30
var0310	137
var0311	141
var0312	174
var0313	211
var0314	84
var0315	50
var0316	390
var0317	296
var0318	71
var0319	119
var0320	261
var0321	231
var0322	261
var0323	105
var0324	224
var0325	664
var0326	69
var0327	629
var0328	356
var0329	281
var0330	57
var0331	126
var0332	963
var0333	6
var0334	82
var0335	199
var0336	178
var0337	790
var0338	127
var0339	142
var0340	717
var0341	98
var0342	240
var0343	52
var0344	71
var0345	64
var0346	27
var0347	55
var0348	133
var0349	497
var0350	220
var0351	305
var0352	27
var0353	197
var0354	591
var0355	64
var0356	216
var0357	277
var0358	119
var0359	143
var0360	284
var0361	185
var0362	159
var0363	311
var0364	168
var0365	99
var0366	396
var0367	175
var0368	96
var0369	101
var0370	128
var0371	86
var0372	215
var0373	369
var0374	162
var0375	28
var0376	109
var0377	109
var0378	45
var0379	628
var0380	151
var0381	83
var0382	27
var0383	203
var0384	566
var0385	67
var0386	247
var0387	165
var0388	949
var0389	184
var0390	318
var0391	41
var0392	68
var0393	198
var0394	76
var0395	90
var0396	501
var0397	506
var0398	413
var0399	130
var0400	28
var0401	501
var0402	293
var0403	126
var0404	68
var0405	162
var0406	187
var0407	153
var0408	366
var0409	168
var0410	266
var0411	101
var0412	139
var0413	218
var0414	58
var0415	646
var0416	790
var0417	87
var0418	95
var0419	337
var0420	191
var0421	129
var0422	276
var0423	43
var0424	210
var0425	310
var0426	35
var0427	210
var0428	174
var0429	99
var0430	486
var0431	317
var0432	36
var0433	225
var0434	114
var0435	3
var0436	125
