	W_0	W_1	W_2	W_3	W_4	W_5
_wt	10261.25	11403.75	12281.75	12925.749999999998	13190.75	12942.25
var0001	413.97738123657194	542.291925266447	634.6666765813999	698.1238002935752	829.5673232249063	933.5693684132126
var0002	119.79660175362108	160.3644586181375	140.68954665047562	213.71842751371466	206.86509025949604	200.9280963698394
var0003	326.23039944375176	323.8357429979253	241.10985810456725	217.6519600322197	163.48062796654864	166.4230673268847
var0004	216.1981702907285	169.23486595874314	161.43204521556257	119.94092676728785	93.16979225684608	87.20521138148776
var0005	276.7178411767534	245.82164078764742	240.12935378537452	162.47242936767248	165.45576879614282	135.7839533453749
var0006	192.67395134430663	225.253147384415	199.86049868766403	214.70192381463863	209.81789380664083	204.86563374343643
var0007	275.7445798480915	286.8464260974976	295.89221936210436	266.7194690096091	252.06831919207087	217.65429627643275
var0008	273.7977764423077	232.11347756271158	223.44867683246602	186.14986174584277	180.25984452057372	127.86523084611541
var0009	229.89550710672125	186.954850843625	170.31090559935316	146.66318896880648	108.05559645149113	85.21851174432038
var0010	380.3189263510282	383.9265777222174	400.8500360418085	312.6719562060532	276.56986797194406	259.86465942555554
var0011	111.88666101284225	97.08497053045187	95.13014518025872	78.26235055919784	60.36157438922926	70.30850510498941
var0012	167.12779710985453	136.67601874046633	92.15297493510707	88.19806283731688	51.399661408088384	47.41299359864261
var0013	161.2234106840706	135.68792494769875	126.84161232837876	116.96835650198314	88.20410842463166	73.29188496802527
var0014	133.6242557002469	123.8240777080063	116.94061221182285	131.82434382697045	109.04738401721339	119.94163622380312
var0015	305.8722339557433	304.38284088942726	315.3975907245911	271.61589030084974	242.25481672049872	183.1942249415014
var0016	194.63638447801532	161.35040269917283	144.64321704642035	158.52194263965245	126.88676487230751	108.04709921902051
var0017	124.73720215032932	126.79120340091565	124.86205395115232	134.79348328010158	124.90580789980005	112.01316498057469
var0018	164.1760319992266	206.6112161105318	214.60846448748993	197.97221795708418	188.14851718038463	205.8498294496397
var0019	284.50056460525684	232.11347756271158	195.92469003675134	153.5821252787818	128.86742295650862	81.24419433104829
var0020	239.66801107633034	326.750777907429	407.6215369525183	484.2556557221484	545.962591410223	617.4132160500811
var0021	143.48968161803842	202.68267642968885	231.3012562003468	270.63675598086127	288.31429722940806	390.5180263308094
var0022	332.0394894534995	381.99317770305225	431.7745170579531	485.21850565550744	551.7155409166821	562.0259741486828
var0023	188.74794814850577	152.47381429380252	114.95944932938934	86.21153327164778	50.40351657082325	16.489488822825372
var0024	167.12779710985453	207.59313768084456	177.2122201115512	201.91058338130875	179.27342632331903	168.39728064788517
var0025	70.25864371388336	68.29488328379088	35.448768242611486	17.48816150604971	13.493095283197576	9.496514636595352
var0026	418.77655131264913	414.8157016788635	380.5127354709419	327.30291601420765	323.4842656033547	271.6195286517069
var0027	155.31559794961072	108.97679670113891	93.14544551243054	72.29724386668724	41.43482004314423	43.427019052761494
var0028	369.7172711612996	395.51998061180524	370.81626904570976	311.6959624718156	325.43537306727563	315.60440199969474
var0029	241.62138248182208	155.43345018289497	148.59560757496055	105.07120429941827	96.1483023642269	69.31389188564383
var0030	237.71426335307999	223.29228715321494	240.12935378537452	191.07716748579327	158.54147356919484	133.80472923632732
var0031	176.96083522535142	181.051272292301	203.79503613387703	163.45986123923737	140.74509859367342	129.84536805689027
var0032	432.2020487502385	338.40336270571464	343.62474911689145	377.8940442157423	315.676912849706	278.4715566001682
var0033	167.12779710985453	127.78007281130103	91.16042384911782	41.433485884215806	36.44957036868802	26.47289761105322
var0034	145.46162126856646	140.6275327900998	120.90197488353249	126.87425420531969	89.19739526274036	68.3192020190344
var0035	178.9263029512631	172.19012445063314	136.73459576535365	110.02968762036822	101.11098629309367	87.20521138148776
var0036	311.6930394932578	202.68267642968885	139.70092899935233	76.27428841406973	31.4624332714951	25.474903512157468
var0037	119.79660175362108	91.13438359753701	78.24992898303708	53.389509747153056	43.42839167455062	25.474903512157468
var0038	230.8731812487955	319.94785362268715	426.94778582286585	515.9911574038972	602.4222072005333	708.5581576673055
var0039	124.73720215032932	106.99569059567969	158.47098855316912	132.81413315374255	141.73441977077363	126.87504805474397
var0040	156.30047147001935	175.14461146884787	190.01859220359523	165.43449727112	150.6349545848566	153.58328852874533
var0041	103.9705846705774	106.99569059567969	121.89211496394715	115.97734711953174	131.83784981519196	102.09571131719706
var0042	174.99498768056426	166.27883569096844	138.7122313079383	96.14111877601357	56.37925523867161	54.385490959558965
var0043	217.17716469000098	166.27883569096844	129.81034866769258	101.10304203752938	62.352282181213134	46.41661524815857
var0044	74.23053114531243	113.92804947212286	136.73459576535365	120.93163092442151	165.45576879614282	171.35803239052845
var0045	181.8737926204965	187.93848110623125	120.90197488353249	138.75126967027046	101.11098629309367	106.06360855680812
var0046	153.34556512066547	302.43569914337627	469.35687045763115	661.1474839803996	859.5512559589291	1205.6042671921618
var0047	214.23989825931818	211.5199708961383	232.2824723768046	245.15292731522277	215.72150268807096	170.37119089653055
var0048	184.82042831619103	198.7527707753825	195.92469003675134	205.84773974442606	221.62244878782184	203.88136259103106
var0049	174.01192144168516	185.9711350293542	183.12452521415872	155.5582801445709	147.66878062570675	123.90404283132763
var0050	192.67395134430663	159.37842868338558	136.73459576535365	109.03814375409269	105.0797844225469	76.27457532452524
var0051	212.28124849303177	252.669481420457	384.38914602869283	489.069174573055	647.222231466075	799.9870741295396
var0052	115.84239788749454	101.05029682657471	127.83127126194718	136.7725287621686	115.98780096611064	92.17062208877083
var0053	325.26189277322203	455.228762031626	638.4620425076331	809.3426855772474	976.0047545172475	1257.3096651473938
var0054	133.6242557002469	200.71789439374186	256.78718325746286	367.2088068181818	509.4676499014906	621.2240959993967
var0055	232.82824694093844	318.0034046692607	425.0165526484237	535.1861788771877	667.1889732505726	859.0138665820042
var0056	236.7372483383104	164.3077199320942	126.84161232837876	118.95014631704595	83.23654827130171	38.442821046946726
var0057	385.1341740377719	341.31462166364344	312.47378416398715	281.4031125650444	249.12504224082906	200.9280963698394
var0058	156.30047147001935	99.0678067839525	111.98710285297454	76.27428841406973	54.38764374338024	38.442821046946726
var0059	222.07072106810622	221.3310863618601	217.55591534519633	209.7836876031155	170.39231913531427	130.83532249384993
var0060	151.37515114873034	190.88885869565217	210.67741968033584	212.73485575078644	203.91162034076802	204.86563374343643
var0061	493.34809539661404	598.3779672957049	671.6202086798131	790.5613023587206	923.0340460165337	996.5931521860256
var0062	141.5173602709896	147.53936879247257	127.83127126194718	138.75126967027046	138.76623241959203	99.1189866841133
var0063	116.83109253875969	158.39231288370271	185.09465656565658	209.7836876031155	270.6936878634403	234.35872478082769
var0064	253.33371432696472	245.82164078764742	306.6240552384016	313.64787534869504	360.5054118218866	349.71055489919587
var0065	244.55073423206548	290.7457687646091	308.574278420968	320.4772215006112	339.08494855004676	335.1047799725443
var0066	259.1848087563146	238.969640765326	199.86049868766403	146.66318896880648	98.13360083081571	71.30304168593004
var0067	268.92912959846115	244.84303838646713	260.7033572320458	241.22783100210765	239.3093284002554	198.9588748322791
var0068	194.63638447801532	171.20512402088772	212.64310073452256	171.3565843067937	148.65757981229504	144.68669804072226
var0069	264.0581409331409	334.52051021730676	389.23291197564004	500.61417001744934	506.58207859320396	625.0338265786993
