	W_0	W_1	W_2	W_3	W_4	W_5
_wt	10170.75	11318.75	12164.75	12812.25	12892.25	12660.25
var0001	145.4524477743069	181.04047984224366	258.71921637997644	337.98248738783843	403.09814270443616	432.0015430900621
var0002	245.5008620689655	301.4320816806869	333.855024728393	413.7109713956614	502.5119310187474	513.8557651383246
var0003	271.8185599262744	252.64846241209105	218.5195417515275	178.2513466904356	133.8020467610633	91.17053950889343
var0004	182.84160333235897	147.53220179057317	98.10282258064517	95.14540241057541	69.31317204301075	53.38719752502563
var0005	257.20613289971845	226.21659888043385	200.82845874775805	169.3730277185501	120.93016096657144	96.13362119841051
var0006	172.0326712161833	195.79182176483468	210.66004196886973	219.60174688539817	253.97351292193082	204.82952364163435
var0007	373.51321059743265	370.34060789084907	356.2072921307359	351.6082618067049	304.8525754033649	238.23716795117562
var0008	198.54302161425372	173.1651652638962	174.24310344827586	135.7767264469547	104.07818957858551	101.09475060970811
var0009	78.19822477962781	75.249031391714	82.22119244633787	65.33299922148696	64.33905566946497	59.36051024428685
var0010	161.21214153335936	155.42549574449419	134.74952994073166	114.98173076923077	97.13270805965536	77.26351484368848
var0011	204.424749367335	179.07216890174425	150.562446386994	124.88833980582524	87.20407196969697	64.3361138467599
var0012	292.24027279775174	266.3293425590431	210.66004196886973	135.7767264469547	100.10980297469577	91.17053950889343
var0013	299.0382780334221	263.39913333915473	219.50161907865262	198.9433591481123	149.62665317139002	133.7893242977804
var0014	292.24027279775174	306.29875152518736	273.3929427781842	238.26376377343902	186.14637879254582	206.7971424654315
var0015	166.13200302306305	124.80807670342223	126.83531299832359	145.66719374490708	131.82259713701433	93.15600653183284
var0016	117.81367302052787	111.94368131868133	116.93525790485539	86.20898642604332	67.32375638248492	75.27554536147424
var0017	152.3503415467187	150.49283645618502	198.8611801875255	203.86506968641115	214.69729048882735	189.07746658304262
var0018	238.6664844774814	244.82330128905397	250.88590692755156	225.4979788797772	293.12926076454124	219.57915394252606
var0019	194.61996056091147	179.07216890174425	149.57474468954248	126.86873835041938	125.88241480452318	82.23206904696295
var0020	155.3051395258074	189.89361119628543	231.2803098155763	282.3541007333076	301.9227577615945	330.13865718183587
var0021	157.2745243902439	184.9760668594462	228.33671620521173	236.30063217724162	232.38653483992468	284.2722489065917
var0022	121.76670005863956	158.38405272623592	158.46115602923763	188.10888471372127	208.79543181381035	214.6645357716255
var0023	181.85945188794153	144.57078742922354	93.14204847889285	75.27820038910505	37.445540624273875	30.463305195061338
var0024	335.8614441812116	410.903615111034	407.55648844164244	425.3212668380857	438.89974648316877	433.93372991227386
var0025	123.74263412489007	66.30522154686399	47.40744349181606	39.439204722568576	26.472792607802877	19.484994080505132
var0026	72.24251739002645	91.13164899467641	79.24106886804047	62.34792891345817	57.37205905115703	63.34114993696817
var0027	141.50867750439366	117.88292098787134	87.18643772781259	68.31737243607208	43.426736487532914	35.45029775989904
var0028	212.2617119089317	195.79182176483468	177.19992451444426	186.13798814504884	134.79165702160495	119.92925789080617
var0029	165.14822264482154	128.7633965827733	123.86614664267604	65.33299922148696	61.35366207536949	46.41476130405645
var0030	108.91370837611854	106.00130803728456	87.18643772781259	66.32786773578296	51.39734285493111	48.407278568331435
var0031	220.09257683330088	222.29545752777537	236.1847016444155	178.2513466904356	183.18919673456813	174.29195756197052
var0032	258.18095665679755	198.73976486557493	219.50161907865262	186.13798814504884	131.82259713701433	128.8410510805501
var0033	469.41171597348955	388.7088633699474	254.8031988449181	190.07947590641464	111.01991620327463	85.21226285129497
var0034	202.46455514455369	158.38405272623592	117.9256278632199	144.6784924330617	91.17644728706136	86.20550438855433
var0035	179.89486186230081	209.5422666199834	177.19992451444426	176.27892217657546	147.64964523965605	118.938669418239
var0036	158.2590727281596	118.87248978336338	59.3548423469597	40.436090005844534	30.463964749176835	13.492806110365517
var0037	144.46664958266217	108.97288653448807	96.11875665274707	72.2954527765887	51.39734285493111	39.43847594637224
var0038	115.8365798220745	142.5960778719108	199.84485956544782	231.39147459200248	275.52404750028774	273.5132339727312
var0039	284.46547503635486	302.40558533821473	294.8820752801689	348.68968935252906	305.82903157814053	285.24988285368426
var0040	181.85945188794153	193.82609600140148	193.94158002038736	193.0347902707309	161.4823004586272	159.48904085396964
var0041	125.71818204025797	121.84067442882248	127.82487325210565	113.99064648976261	129.8428419834073	98.11830717180062
var0042	115.8365798220745	123.81902952288904	84.20753461128861	58.36675037962854	58.36757535889795	40.43532392255826
var0043	226.93958728306836	244.82330128905397	209.67724420357771	197.95878833643124	184.17499999999998	171.33276781861687
var0044	348.4278000579822	436.9018866698435	516.305718711027	579.1095949193272	660.1541361197189	650.355308219178
var0045	420.6188556160031	380.97855591748095	351.35164668233006	347.7166820649035	235.332363000538	207.78083627105366
var0046	181.85945188794153	357.7553693317682	458.686181796185	746.1231481832303	986.2739556135771	1255.950782598904
var0047	276.68464503927845	278.04250839914477	304.63717631301245	311.66267347725517	312.6621298034558	263.7242838160003
var0048	135.59013331380018	170.21049804901574	190.9888569447843	187.12347460581879	175.30003659335156	159.48904085396964
var0049	130.65536316123675	155.42549574449419	126.83531299832359	108.04252321921268	125.88241480452318	69.30975777865301
var0050	230.8500729040097	149.50604484816571	120.89625168704755	112.00824688192097	89.190413156064	71.29866690296156
var0051	138.54983887505492	171.19547347654537	257.7403314355429	350.63547921478056	407.9421065689531	507.1351788064092
var0052	135.59013331380018	150.49283645618502	176.21439792712286	140.72291973919118	132.81236013581295	95.14116107963487
var0053	294.1830305232558	444.5934021913299	556.4741656291417	660.0486179758194	913.9164203950322	1126.0881259670177
var0054	241.5960725735937	313.1085275539098	456.76072796934864	568.5967621918645	857.9687968656269	1030.7587516575109
var0055	177.9298888943034	237.97179604860565	322.17641750486695	448.50980598903413	544.7429577464789	741.1517309461739
var0056	241.5960725735937	345.15589655472417	387.23691501840386	437.8870253164556	533.2394033195336	558.885592074772
var0057	177.9298888943034	169.22543625043846	171.28555832176966	137.75543414974965	141.71679137578585	111.01115720352311
var0058	235.73604227405247	191.86002584205684	146.6111553703477	82.23523748395378	64.33905566946497	33.455736767373985
var0059	215.19900043776448	209.5422666199834	178.18537068015831	177.26517265434254	141.71679137578585	99.11053304484658
var0060	89.10793646909109	94.10715071265177	112.97296772081985	131.81838917575806	97.13270805965536	76.26956924046146
var0061	106.93487456599345	137.65778670530383	194.92566052352606	180.22346547314578	243.18458509412218	263.7242838160003
var0062	191.67666179693205	211.50524047087657	222.44737110043172	228.44506865209826	223.54497308727412	187.10707005370656
var0063	158.2590727281596	162.32758431647736	226.3739209218992	252.97757921174656	306.8054129143514	334.0344226197435
var0064	141.50867750439366	118.87248978336338	146.6111553703477	135.7767264469547	152.59159341506668	135.7680893271006
