	count
_wt	25542
var0001	149
var0002	165
var0003	133
var0004	92
var0005	107
var0006	244
var0007	244
var0008	119
var0009	110
var0010	173
var0011	135
var0012	58
var0013	95
var0014	301
var0015	78
var0016	168
var0017	234
var0018	227
var0019	174
var0020	404
var0021	434
var0022	313
var0023	48
var0024	135
var0025	41
var0026	272
var0027	106
var0028	120
var0029	45
var0030	270
var0031	178
var0032	102
var0033	128
var0034	105
var0035	109
var0036	71
var0037	80
var0038	319
var0039	238
var0040	238
var0041	242
var0042	107
var0043	183
var0044	235
var0045	136
var0046	180
var0047	207
var0048	242
var0049	209
var0050	164
var0051	619
var0052	170
var0053	674
var0054	542
var0055	255
var0056	91
var0057	44
var0058	74
var0059	152
var0060	309
var0061	231
var0062	121
var0063	198
var0064	168
var0065	229
var0066	66
var0067	168
var0068	127
var0069	278
var0070	36
var0071	97
var0072	182
var0073	362
var0074	195
var0075	89
var0076	163
var0077	60
var0078	54
var0079	34
var0080	465
var0081	110
var0082	99
var0083	342
var0084	135
var0085	145
var0086	33
var0087	322
var0088	171
var0089	120
var0090	225
var0091	564
var0092	107
var0093	139
var0094	169
var0095	224
var0096	230
var0097	308
var0098	155
var0099	303
var0100	112
var0101	180
var0102	120
var0103	54
var0104	56
var0105	90
var0106	250
var0107	154
var0108	116
var0109	181
var0110	131
var0111	62
var0112	64
var0113	91
var0114	151
var0115	77
var0116	255
var0117	192
var0118	94
var0119	192
var0120	188
var0121	307
var0122	161
var0123	135
var0124	288
var0125	78
var0126	419
var0127	162
var0128	62
var0129	619
var0130	474
var0131	67
var0132	349
var0133	655
var0134	187
var0135	128
var0136	62
var0137	47
var0138	298
var0139	193
var0140	109
var0141	232
var0142	243
var0143	102
var0144	164
var0145	225
var0146	86
var0147	44
var0148	110
var0149	315
var0150	118
var0151	62
var0152	150
var0153	339
var0154	118
var0155	115
var0156	169
var0157	124
var0158	331
var0159	80
var0160	262
var0161	63
var0162	203
var0163	453
var0164	553
var0165	103
var0166	238
var0167	255
var0168	54
var0169	70
var0170	392
var0171	232
var0172	366
var0173	267
var0174	64
var0175	30
var0176	30
var0177	211
var0178	115
var0179	162
var0180	83
var0181	449
var0182	184
var0183	926
var0184	170
var0185	88
var0186	705
var0187	100
var0188	325
var0189	239
var0190	843
var0191	265
var0192	159
var0193	59
var0194	185
var0195	67
var0196	332
var0197	116
var0198	131
var0199	72
var0200	274
var0201	335
var0202	151
var0203	296
var0204	184
var0205	88
var0206	178
var0207	388
var0208	238
var0209	229
var0210	97
var0211	137
var0212	162
var0213	337
var0214	33
var0215	88
var0216	167
var0217	489
var0218	153
var0219	159
var0220	212
var0221	136
var0222	82
var0223	53
var0224	255
var0225	363
var0226	127
var0227	194
var0228	136
var0229	161
var0230	233
var0231	70
var0232	69
var0233	58
var0234	144
var0235	152
var0236	105
var0237	95
var0238	263
var0239	362
var0240	72
var0241	297
var0242	140
var0243	249
var0244	184
var0245	144
var0246	420
var0247	187
var0248	315
var0249	71
var0250	57
var0251	134
var0252	227
var0253	127
var0254	279
var0255	339
var0256	316
var0257	191
var0258	76
var0259	190
var0260	221
var0261	81
var0262	125
var0263	158
var0264	177
var0265	506
var0266	523
var0267	397
var0268	71
var0269	34
var0270	102
var0271	119
var0272	185
var0273	209
var0274	170
var0275	332
var0276	137
var0277	320
var0278	107
var0279	300
var0280	228
var0281	270
var0282	114
var0283	87
var0284	172
var0285	84
var0286	166
var0287	129
var0288	225
var0289	194
var0290	139
var0291	116
var0292	84
var0293	137
var0294	535
var0295	36
var0296	448
var0297	93
var0298	114
var0299	210
var0300	206
var0301	779
var0302	51
var0303	87
var0304	181
var0305	106
var0306	430
var0307	503
var0308	143
var0309	391
var0310	321
var0311	161
var0312	667
var0313	188
var0314	56
var0315	265
var0316	99
var0317	104
var0318	168
var0319	255
var0320	74
var0321	310
var0322	263
var0323	92
var0324	274
var0325	429
var0326	86
var0327	205
var0328	310
var0329	83
var0330	81
var0331	66
var0332	194
var0333	259
var0334	147
var0335	110
var0336	117
var0337	198
var0338	445
var0339	93
var0340	95
var0341	209
var0342	54
var0343	129
var0344	117
var0345	143
var0346	127
var0347	247
var0348	103
var0349	131
var0350	189
var0351	309
var0352	101
var0353	623
var0354	378
var0355	75
var0356	50
var0357	132
var0358	55
var0359	363
var0360	338
var0361	478
var0362	125
var0363	179
var0364	128
var0365	206
var0366	200
var0367	78
var0368	159
var0369	136
var0370	78
var0371	49
var0372	450
var0373	215
var0374	97
var0375	72
var0376	35
var0377	155
var0378	76
var0379	240
var0380	138
var0381	73
var0382	90
var0383	487
var0384	83
var0385	146
var0386	207
var0387	127
var0388	157
var0389	132
var0390	164
var0391	158
var0392	55
var0393	87
var0394	117
var0395	81
var0396	186
var0397	21
var0398	143
var0399	105
var0400	51
var0401	170
var0402	213
var0403	107
var0404	63
var0405	252
var0406	116
var0407	106
var0408	264
var0409	111
var0410	216
var0411	358
var0412	298
var0413	319
var0414	116
var0415	100
var0416	124
var0417	170
var0418	253
var0419	143
var0420	148
var0421	161
var0422	84
var0423	45
var0424	223
var0425	356
var0426	35
var0427	15
var0428	218
var0429	43
var0430	351
var0431	95
var0432	263
var0433	111
var0434	62
var0435	136
var0436	53
var0437	268
var0438	28
var0439	426
var0440	236
var0441	39
var0442	201
var0443	289
var0444	295
var0445	40
var0446	84
var0447	57
var0448	358
var0449	183
var0450	81
var0451	126
var0452	244
var0453	365
var0454	268
var0455	178
var0456	166
var0457	61
var0458	160
var0459	329
var0460	206
var0461	92
var0462	55
var0463	93
var0464	42
var0465	77
var0466	46
var0467	278
var0468	215
var0469	177
var0470	248
var0471	293
var0472	141
var0473	200
var0474	792
var0475	448
var0476	143
var0477	101
var0478	81
var0479	203
var0480	154
var0481	48
var0482	66
