	count
_wt	20522
var0001	422
var0002	120
var0003	331
var0004	218
var0005	280
var0006	194
var0007	279
var0008	277
var0009	232
var0010	387
var0011	112
var0012	168
var0013	162
var0014	134
var0015	310
var0016	196
var0017	125
var0018	165
var0019	288
var0020	242
var0021	144
var0022	337
var0023	190
var0024	168
var0025	70
var0026	427
var0027	156
var0028	376
var0029	244
var0030	240
var0031	178
var0032	441
var0033	168
var0034	146
var0035	180
var0036	316
var0037	120
var0038	233
var0039	125
var0040	157
var0041	104
var0042	176
var0043	219
var0044	74
var0045	183
var0046	154
var0047	216
var0048	186
var0049	175
var0050	194
var0051	214
var0052	116
var0053	330
var0054	134
var0055	235
var0056	239
var0057	392
var0058	157
var0059	224
var0060	152
var0061	505
var0062	142
var0063	117
var0064	256
var0065	247
var0066	262
var0067	272
var0068	196
var0069	267
var0070	171
var0071	215
var0072	73
var0073	339
var0074	104
var0075	219
var0076	139
var0077	167
var0078	220
var0079	78
var0080	184
var0081	109
var0082	342
var0083	230
var0084	132
var0085	245
var0086	357
var0087	166
var0088	154
var0089	182
var0090	343
var0091	410
var0092	276
var0093	208
var0094	123
var0095	170
var0096	208
var0097	236
var0098	64
var0099	300
var0100	170
var0101	241
var0102	154
var0103	172
var0104	156
var0105	284
var0106	285
var0107	185
var0108	619
var0109	158
var0110	230
var0111	211
var0112	339
var0113	88
var0114	216
var0115	244
var0116	133
var0117	137
var0118	164
var0119	183
var0120	249
var0121	181
var0122	50
var0123	117
var0124	129
var0125	117
var0126	244
var0127	225
var0128	310
var0129	256
var0130	207
var0131	133
var0132	128
var0133	441
var0134	204
var0135	171
var0136	169
var0137	146
var0138	90
var0139	102
var0140	153
var0141	122
var0142	286
var0143	171
var0144	264
var0145	326
var0146	166
var0147	149
var0148	279
var0149	313
var0150	297
var0151	130
var0152	94
var0153	110
var0154	264
var0155	285
var0156	242
var0157	312
var0158	156
var0159	96
var0160	220
var0161	168
var0162	227
var0163	204
var0164	251
var0165	319
var0166	337
var0167	148
var0168	369
var0169	162
var0170	177
var0171	156
var0172	96
var0173	256
var0174	200
var0175	126
var0176	147
var0177	159
var0178	404
var0179	96
var0180	101
var0181	139
var0182	254
var0183	132
var0184	121
var0185	195
var0186	256
var0187	278
var0188	189
var0189	166
var0190	220
var0191	181
var0192	102
var0193	179
var0194	142
var0195	113
var0196	184
var0197	105
var0198	205
var0199	139
var0200	155
var0201	184
var0202	212
var0203	145
var0204	121
var0205	51
var0206	181
var0207	335
var0208	140
var0209	78
var0210	235
var0211	284
var0212	133
var0213	167
var0214	347
var0215	131
var0216	197
var0217	138
var0218	140
var0219	119
var0220	141
var0221	158
var0222	192
var0223	323
var0224	127
var0225	93
var0226	142
var0227	302
var0228	132
var0229	168
var0230	73
var0231	284
var0232	273
var0233	183
var0234	96
var0235	142
var0236	246
var0237	238
var0238	453
var0239	267
var0240	238
var0241	401
var0242	185
var0243	248
var0244	230
var0245	304
var0246	143
var0247	215
var0248	146
var0249	313
var0250	140
var0251	143
var0252	137
var0253	373
var0254	243
var0255	143
var0256	98
var0257	274
var0258	246
var0259	214
var0260	147
var0261	195
var0262	124
var0263	169
var0264	294
var0265	210
var0266	208
var0267	338
var0268	187
var0269	346
var0270	161
var0271	332
var0272	123
var0273	287
var0274	515
var0275	148
var0276	177
var0277	105
var0278	122
var0279	165
var0280	148
var0281	169
var0282	276
var0283	220
var0284	225
var0285	204
var0286	181
