	count
_wt	20201
var0001	87
var0002	239
var0003	242
var0004	305
var0005	230
var0006	90
var0007	210
var0008	427
var0009	113
var0010	199
var0011	404
var0012	145
var0013	149
var0014	234
var0015	131
var0016	354
var0017	239
var0018	224
var0019	107
var0020	361
var0021	180
var0022	230
var0023	376
var0024	163
var0025	126
var0026	213
var0027	243
var0028	190
var0029	168
var0030	222
var0031	172
var0032	110
var0033	130
var0034	325
var0035	205
var0036	97
var0037	220
var0038	86
var0039	185
var0040	357
var0041	150
var0042	262
var0043	198
var0044	250
var0045	221
var0046	188
var0047	182
var0048	131
var0049	210
var0050	122
var0051	188
var0052	220
var0053	154
var0054	62
var0055	211
var0056	63
var0057	86
var0058	201
var0059	108
var0060	279
var0061	224
var0062	96
var0063	187
var0064	131
var0065	166
var0066	142
var0067	137
var0068	197
var0069	108
var0070	169
var0071	97
var0072	242
var0073	119
var0074	274
var0075	175
var0076	159
var0077	156
var0078	312
var0079	199
var0080	288
var0081	232
var0082	127
var0083	241
var0084	95
var0085	104
var0086	131
var0087	193
var0088	210
var0089	255
var0090	139
var0091	223
var0092	142
var0093	87
var0094	173
var0095	345
var0096	289
var0097	88
var0098	345
var0099	244
var0100	300
var0101	258
var0102	215
var0103	156
var0104	85
var0105	220
var0106	139
var0107	152
var0108	111
var0109	61
var0110	145
var0111	224
var0112	172
var0113	200
var0114	210
var0115	319
var0116	175
var0117	124
var0118	333
var0119	85
var0120	147
var0121	172
var0122	129
var0123	329
var0124	418
var0125	176
var0126	260
var0127	114
var0128	138
var0129	394
var0130	146
var0131	110
var0132	270
var0133	169
var0134	353
var0135	227
var0136	150
var0137	98
var0138	241
var0139	146
var0140	315
var0141	161
var0142	365
var0143	435
var0144	199
var0145	107
var0146	98
var0147	175
var0148	251
var0149	129
var0150	331
var0151	137
var0152	249
var0153	206
var0154	127
var0155	321
var0156	240
var0157	153
var0158	108
var0159	198
var0160	106
var0161	129
var0162	201
var0163	264
var0164	160
var0165	110
var0166	135
var0167	147
var0168	308
var0169	190
