variants	truth	ROSACENP_effects	ROSACENP_tests	SLR_effects	SLR_tests	ENRICH2_effects	ENRICH2_tests	EDGER_effects	EDGER_tests	LIMMA_effects	LIMMA_tests	DIMSUM_effects	DIMSUM_tests
_wt	0	NA	NA	NA	NA	0	NA	-1.7609195446440142e-16	1	-1.5571400262166543e-6	0.9999167949144956	NA	NA
var0001	-0.2415997680250198	-0.22761138358525	0.025093875005036424	-0.23338910538398114	0.004800428982397622	-0.2710567448427788	3.1359002377133184e-6	-0.0791533696666933	0.3533184667682094	-0.06741781522040943	0.43715024738885006	-0.04803195702442737	0.33160159296502184
var0002	-1.5092085809461198	-1.3545379415	2.4335540676490707e-11	-1.421594892695793	1.0818594219887618e-15	-1.3818211445416817	3.14983933824906e-52	-0.4204269437652848	1.2424981618226306e-8	-0.40738202207988167	4.5304387256597336e-8	-0.2617161121288341	5.276209035964773e-6
var0003	-0.3214332339398773	-0.29863071605625	0.013513517293949357	-0.30197602886566155	1.6035534628006408e-4	-0.28913894826084635	1.9025035239593047e-7	-0.07997415453846114	0.2552322643766741	-0.08700717371030946	0.1933494737879201	-0.022225637188536315	0.7259197098132315
var0004	-2.1220074819449892	-2.2312475425	2.2445396287415038e-88	-2.267400069073365	7.557301853334431e-16	-2.1324429853561138	1.382664553698599e-41	-0.6370545670150818	2.143239893348722e-11	-0.6394522192454102	1.594444504859343e-11	-0.3152905051029769	7.334092346035821e-7
var0005	0.17397894687613935	0.079208011764025	0.22211031885749513	0.07949388108231814	0.061598291526330624	0.08311131891355328	0.004855608492147992	0.02268312741366141	0.7196975156966133	0.0228409957660777	0.7271073493398291	0.012249088480688432	0.8182891158901873
var0006	-0.5092973374410831	-0.5342135765	1.1016078556991193e-9	-0.5390431480256497	3.653040879912927e-7	-0.5126478702008569	2.5559556395408368e-6	-0.13387287229208836	0.0686108214180003	-0.15566877009252422	0.05389912783267159	-0.07111283903027202	0.2368614119295102
var0007	0.4847547795440582	0.13068110093375	0.08162239375042103	0.13056817849691124	0.5994833084667781	0.1275928449991158	0.7265535526851213	0.10775812746205192	0.2646704347112023	0.0379211394131591	0.7311361503574682	0.06747897056970113	0.1556095853429008
var0008	-1.6775314245102106	-1.7957289975	1.9529166065606489e-63	-1.8189143606556777	4.838499047585184e-18	-1.7785423525935025	6.572124070054594e-190	-0.5158463627030729	3.033606169283364e-7	-0.5190640770222965	4.262928764869867e-7	-0.335663465236613	1.0855758345054846e-8
var0009	-0.56108572858238	-0.61302179875	1.2413263492161824e-16	-0.6149850978780079	8.383701216989636e-6	-0.6283086923979307	4.726411890035916e-9	-0.16264694787348608	0.04059367475782229	-0.17773497881129643	0.02406740106244304	-0.03988908949763767	0.4426741818745158
var0010	1.3112145838730576	1.230849141	1.1137173352705914e-9	1.2659111343557705	1.1623989492978261e-16	1.243517765705348	1.6160749382427979e-218	0.3638476705208272	3.2790867072596724e-10	0.3646275712182187	2.1265203783808535e-10	0.3327318054852261	3.108387779724331e-9
var0011	-1.579054756095553	-1.5363714775	2.466410484167284e-44	-1.551192069879178	3.2283150056539847e-17	-1.5253142877884618	1.4699720165557916e-107	-0.438878190207471	2.188805502564952e-4	-0.4443625120846161	8.892206062442382e-5	-0.41667013764272565	6.101665680406092e-10
var0012	-1.4943656687578577	-1.3235804	1.4364964902931075e-53	-1.3399367089904672	6.555781360500165e-16	-1.2939406967443847	9.658069780424596e-98	-0.3812026716478968	1.8746521460912255e-6	-0.3855353388774828	4.591403484372817e-6	-0.11638269265123317	0.05432831095090622
var0013	0.6374722242763103	0.6341151965	3.050080884407086e-15	0.6387067386844073	3.6322368127427423e-10	0.6616109962576912	1.436635545597735e-29	0.1844897159668601	0.00139684425755931	0.1845464047542486	0.00129259813390861	0.1387234277008773	0.007891480714769796
var0014	-0.6855118009837763	-0.7351531775	1.200691994459413e-17	-0.7397339176283775	8.939073837588905e-12	-0.725265163535302	1.2115860866397469e-29	-0.20534261942405763	5.274782252386626e-4	-0.213937844390424	3.322541497165925e-4	-0.13755488069252458	0.0051231131923194645
var0015	-0.05861717235708885	-0.047334016463775	0.604483977126842	-0.04873067568852794	0.41403958903535093	-0.05962260057889863	0.11778736608464135	-0.0142651533177687	0.8497055831537137	-0.01403566411215779	0.8564674915525687	-0.04460749567555138	0.3989269291183727
var0016	1.1407828197121983	1.13735325175	1.3977874085886201e-36	1.146313144303068	2.5697542103830852e-23	1.1493096903931974	0	0.32783477129690214	3.74497002659778e-5	0.33101868777815185	2.4256300784671654e-5	0.23672122598356962	3.4279342429782305e-6
var0017	-0.26577996351613287	-0.22370616159575	0.004670823888056389	-0.22613251940368342	0.008422103900021877	-0.23842116057801496	7.573421703329469e-6	-0.06618036917405397	0.14902253407396915	-0.06522062381920786	0.1561355234349733	0.035791203815409414	0.49331977811767513
var0018	-1.1241188354974936	-0.87906890975	7.995260893555879e-14	-0.8910459040059285	1.7313797321832466e-4	-0.8656621889338137	0.007481139873554349	-0.15039725401837437	0.1694146887536356	-0.2571998888101382	0.02108658562874393	-0.1632467743446369	0.007382411236660791
var0019	-2.1191586257442157	-2.1565471075	2.5527698690685444e-38	-2.2232419377748474	2.5320801816072533e-16	-2.164377745457215	2.774884983196877e-50	-0.6362959932334897	2.8406753469681855e-11	-0.632434410430141	1.0237083397696719e-10	-0.446966940932634	6.305661176836177e-10
var0020	-1.0702233805032295	-1.0300177335	7.123515979382026e-22	-1.0435361057866128	1.176646474633897e-14	-1.0205485978039013	8.69569402538305e-62	-0.2880090389318128	0.00485417191695886	-0.30112142019133775	0.00604374515329125	-0.16948349663296639	0.0010618981339685137
var0021	-2.3469611034209175	-2.0031774075	4.873100458556061e-24	-2.0790120754188703	1.118746623510048e-12	-2.067644936175986	6.139171522763659e-31	-0.6195624258294399	5.907910448532106e-11	-0.6010493553143533	9.682759070573787e-10	-0.4949489186394196	3.689905026820512e-12
var0022	-1.4758447270425468	-1.365673562	5.481205574272039e-31	-1.3795067068634532	6.401992895395253e-15	-1.3540843380309275	9.163307452838696e-70	-0.38691419035069075	3.9316427759874183e-8	-0.3996484301263772	4.2347635248016835e-8	-0.30351516353478936	2.864527827999727e-6
var0023	-2.806923568397486	-2.8867397975	1.8736847015170932e-124	-2.9305621636402925	2.9273062934935333e-20	-2.834223469899433	5.3899143766413066e-114	-0.818851951600486	8.187903361080843e-16	-0.8366324382490924	4.448792163702765e-16	-0.6092921850387983	2.331623042432249e-27
var0024	-0.3700359814139703	-0.44285643	1.243600644893807e-7	-0.4419259682612667	1.3679121576605618e-6	-0.4318992852429005	5.998569946210169e-15	-0.12554488175837125	0.00104094364878514	-0.12750641408923713	9.580080497758744e-4	-0.13973375842641605	0.022528836187076885
var0025	-1.1853197727100295	-1.21153227075	2.1349771209413324e-20	-1.2298724815813045	5.775602538579286e-16	-1.2298462155426884	5.704522641035977e-200	-0.3551957747909058	3.5873495880047993e-7	-0.35342705341123626	3.5901936988877773e-7	-0.2846573155249215	3.892568457455429e-5
var0026	0.2871841706029771	0.1706936091185	0.006969564678977789	0.17157139974910832	0.00250031060737614	0.1809770635994656	0.0054231194225924685	0.05822934161517042	0.32088132500344474	0.04949571918588271	0.3845897735314442	0.09000510735156794	0.07774452134602657
var0027	0.03360562720165883	-0.008741810869825	0.8977922957052453	-0.01009966951854689	0.8972540533943573	-0.03873097246811705	0.48958510738287253	-0.01174276874798205	0.8848841679481602	-0.00287102421767544	0.9727127523783676	0.05837125782750058	0.29110061762056133
var0028	-0.28925819232253347	-0.182554292354575	0.06670406662782942	-0.18709062190459486	0.03350875646335625	-0.2019099053686807	0.004212970620538889	-0.05539812074302032	0.1445102845573584	-0.05425774309355619	0.148396291218505	0.040136593748392756	0.4947101178548134
var0029	-4.101602065924978	-4.12702488	8.338503173515335e-69	-4.366249816752895	4.852413099465961e-16	NA	NA	-1.185852332545833	3.0056339462640947e-18	-1.2322156451938702	2.206909009626963e-17	-0.8877702360080554	6.923054760921035e-36
var0030	-1.05309026982504	-0.9827721485	1.1166902581757725e-10	-1.0089784191717803	3.786533337911869e-12	-0.976774000868492	4.032419700518705e-16	-0.2897799432854752	5.938770538533516e-7	-0.2899247066690618	1.5052823077653155e-6	-0.2021287322638845	8.612562898563728e-4
var0031	-1.267163689203798	-1.18817355275	1.153776491558025e-55	-1.1966505074010334	1.4807096122078648e-17	-1.1873767264512678	2.92109005620084e-61	-0.35096448862526636	2.6923353693110095e-5	-0.345307472137565	7.439471266507284e-5	-0.1869144707602825	3.8413602816123694e-4
var0032	-3.860770373522565	-3.6699255825	1.364390448502014e-130	-3.748705276056281	1.4611687655246864e-19	-3.7084908709492104	2.5125920657545523e-71	-1.069192346293407	2.155098206753521e-14	-1.0755798795211322	1.7532254140387746e-12	-0.7517223756878232	1.9489144830731515e-30
var0033	-0.7686278075638164	-0.67352761675	4.920049334508806e-15	-0.6772562275170033	1.4623970467671076e-10	-0.720495635006122	7.826083062223878e-36	-0.1951896246009168	0.01084917261591342	-0.19521026033622496	0.01341021263177524	-0.25272041910370074	1.0544033134175824e-5
var0034	-0.5039191025838241	-0.551035056	1.521802927316843e-11	-0.5543774852915828	1.3749440215590637e-7	-0.5664196726539859	1.0443308974966496e-10	-0.15591883212963645	0.05026948933134616	-0.1600851840934197	0.0520601404324165	-0.11776269416873525	0.029663954315997013
var0035	0.9725188366280088	1.0245848205	6.70983608255766e-70	1.0261598751659529	1.6898244611380103e-19	1.0014420148093215	5.894112116014264e-228	0.29651813431958396	1.9549591476361833e-13	0.29571517382178253	2.083428038247321e-13	0.25130537201821174	1.5783171997406824e-8
var0036	-0.2665119235034419	-0.17807396570925	0.0651988647417443	-0.18298854875389822	0.1634064493644351	-0.19093542746733425	0.25346648133450106	-0.04489742345269527	0.4436725171432787	-0.05291150512274367	0.3642820248663683	0.06587710358298078	0.2897434382501761
var0037	1.9959803410818504	1.68311075	7.973420617885132e-59	1.6982081345275089	7.416941965854752e-9	1.673893599645119	1.224572045276141e-7	0.5454218722328517	3.7735141489034236e-8	0.4889924185116152	1.7421409388621024e-6	0.4440442602150784	5.020436893487812e-23
var0038	-3.290992143801879	-3.126107695	2.804754109385206e-133	-3.1795931519872123	1.3339847471221348e-21	-3.11784330212072	0	-0.9176777587590332	5.14963951710204e-8	-0.902689134772622	2.124002733093493e-7	-0.657679156085297	3.8585791992290857e-26
var0039	-0.7161957229954263	-0.67090908625	4.677876499018592e-11	-0.67852933428884	4.042275869582536e-13	-0.7138011241231944	5.880647304997989e-35	-0.20710823311559817	0.00711049254260991	-0.1959511713323429	0.00750840898436246	-0.1754922614270861	8.090611019481718e-4
var0040	-0.28556344957523627	-0.2483900776185	0.053557579046976174	-0.2561323570424273	9.442554002265366e-8	-0.25947133669258055	4.4708463004938773e-13	-0.07462922550746263	0.20431837970282463	-0.07389349350385926	0.2122664620411576	-0.038037596741914405	0.42691762290323815
var0041	-1.178437771583702	-1.0396433845	6.958258618527009e-27	-1.04469996137039	4.690136880997147e-10	-0.9964674577593656	2.4878025899747884e-20	-0.27449023129130473	4.440276276719536e-4	-0.303602619925579	3.2144823808680635e-4	-0.2553994568899652	1.4442569525310574e-4
var0042	-0.09574689793518998	-0.0753837195286925	0.3546748193291879	-0.07675266215937515	0.28193223859971	-0.0996731183544422	0.13829973340304683	-0.02088449911903419	0.821388758515599	-0.02214327356993139	0.8299300057550227	-0.0266479220994999	0.6037772775509747
var0043	-1.0475535139890084	-0.99006378425	7.361612908546537e-11	-0.9993203658261642	2.754350804597409e-13	-1.0137360235844837	4.88614976807094e-49	-0.29499840770354957	2.603194925266296e-6	-0.28987634497783593	4.791287329792728e-6	-0.30535429072769193	6.59920767778211e-7
