clean	clean	clean	clean	clean	clean	jackpot	jackpot	jackpot	jackpot	jackpot	jackpot	reperror	reperror	reperror	reperror	reperror	reperror
pselect	rep1	rep2	rep3	rep4	rep5	pselect	rep1	rep2	rep3	rep4	rep5	pselect	rep1	rep2	rep3	rep4	rep5
0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
0.47641443863368793	0.47641443863368793	0.47641443863368793	0.47641443863368793	0.47641443863368793	0.47641443863368793	0.47641443863368793	0.47641443863368793	0.47641443863368793	0.47641443863368793	0.47641443863368793	0.47641443863368793	0.47641443863368793	0.47641443863368793	0.47641443863368793	0.47641443863368793	0.47641443863368793	0.47641443863368793
0.369727549698992	0.369727549698992	0.369727549698992	0.369727549698992	0.369727549698992	0.369727549698992	0.369727549698992	0.369727549698992	0.369727549698992	0.369727549698992	0.369727549698992	0.369727549698992	0.369727549698992	0.369727549698992	0.369727549698992	0.369727549698992	0.369727549698992	0.369727549698992
0.4688680809715327	0.4688680809715327	0.4688680809715327	0.4688680809715327	0.4688680809715327	0.4688680809715327	0.4688680809715327	0.4688680809715327	0.4688680809715327	0.4688680809715327	0.4688680809715327	0.4688680809715327	0.4688680809715327	0.4688680809715327	0.4688680809715327	0.4688680809715327	0.4688680809715327	0.4688680809715327
0.32708059291134606	0.32708059291134606	0.32708059291134606	0.32708059291134606	0.32708059291134606	0.32708059291134606	0.32708059291134606	0.32708059291134606	0.32708059291134606	0.32708059291134606	0.32708059291134606	0.32708059291134606	0.32708059291134606	0.32708059291134606	0.32708059291134606	0.32708059291134606	0.32708059291134606	0.32708059291134606
0.5177041229220445	0.5177041229220445	0.5177041229220445	0.5177041229220445	0.5177041229220445	0.5177041229220445	0.5177041229220445	0.5177041229220445	0.5177041229220445	0.5177041229220445	0.5177041229220445	0.5177041229220445	0.5177041229220445	0.5177041229220445	0.5177041229220445	0.5177041229220445	0.5177041229220445	0.5177041229220445
0.4515782327987726	0.4515782327987726	0.4515782327987726	0.4515782327987726	0.4515782327987726	0.4515782327987726	0.4515782327987726	0.4515782327987726	0.4515782327987726	0.4515782327987726	0.4515782327987726	0.4515782327987726	0.4515782327987726	0.4515782327987726	0.4515782327987726	0.4515782327987726	0.4515782327987726	0.4515782327987726
0.5509031676027566	0.5509031676027566	0.5509031676027566	0.5509031676027566	0.5509031676027566	0.5509031676027566	0.5509031676027566	0.5509031676027566	0.5509031676027566	0.5509031676027566	0.5509031676027566	0.5509031676027566	0.5509031676027566	0.37756979388834633	0.5509031676027566	0.5509031676027566	0.5509031676027566	0.5509031676027566
0.35748800657170876	0.35748800657170876	0.35748800657170876	0.35748800657170876	0.35748800657170876	0.35748800657170876	0.35748800657170876	0.35748800657170876	0.35748800657170876	0.35748800657170876	0.35748800657170876	0.35748800657170876	0.35748800657170876	0.35748800657170876	0.35748800657170876	0.35748800657170876	0.35748800657170876	0.35748800657170876
0.4469250703480401	0.4469250703480401	0.4469250703480401	0.4469250703480401	0.4469250703480401	0.4469250703480401	0.4469250703480401	0.4469250703480401	0.4469250703480401	0.4469250703480401	0.4469250703480401	0.4469250703480401	0.4469250703480401	0.4469250703480401	0.4469250703480401	0.4469250703480401	0.4469250703480401	0.4469250703480401
0.6499211287851451	0.6499211287851451	0.6499211287851451	0.6499211287851451	0.6499211287851451	0.6499211287851451	0.6499211287851451	0.6499211287851451	0.6499211287851451	0.6499211287851451	0.6499211287851451	0.6499211287851451	0.6499211287851451	0.6499211287851451	0.6499211287851451	0.6499211287851451	0.6499211287851451	0.6499211287851451
0.3645986454983919	0.3645986454983919	0.3645986454983919	0.3645986454983919	0.3645986454983919	0.3645986454983919	0.3645986454983919	0.3645986454983919	0.3645986454983919	0.3645986454983919	0.3645986454983919	0.3645986454983919	0.3645986454983919	0.3645986454983919	0.3645986454983919	0.3645986454983919	0.3645986454983919	0.3645986454983919
0.3708267471316204	0.3708267471316204	0.3708267471316204	0.3708267471316204	0.3708267471316204	0.3708267471316204	0.3708267471316204	0.3708267471316204	0.3708267471316204	0.3708267471316204	0.3708267471316204	0.3708267471316204	0.3708267471316204	0.3708267471316204	0.3708267471316204	0.3708267471316204	0.3708267471316204	0.3708267471316204
0.5679892788491634	0.5679892788491634	0.5679892788491634	0.5679892788491634	0.5679892788491634	0.5679892788491634	0.5679892788491634	0.5679892788491634	0.5679892788491634	0.5679892788491634	0.5679892788491634	0.5679892788491634	0.5679892788491634	0.5679892788491634	0.5679892788491634	0.5679892788491634	0.5679892788491634	0.5679892788491634
0.43594048782806194	0.43594048782806194	0.43594048782806194	0.43594048782806194	0.43594048782806194	0.43594048782806194	0.43594048782806194	0.43594048782806194	0.43594048782806194	0.43594048782806194	0.43594048782806194	0.43594048782806194	0.43594048782806194	0.43594048782806194	0.43594048782806194	0.43594048782806194	0.43594048782806194	0.43594048782806194
0.49417250861450834	0.49417250861450834	0.49417250861450834	0.49417250861450834	0.49417250861450834	0.49417250861450834	0.49417250861450834	0.49417250861450834	0.49417250861450834	0.49417250861450834	0.49417250861450834	0.49417250861450834	0.49417250861450834	0.49417250861450834	0.49417250861450834	0.49417250861450834	0.49417250861450834	0.49417250861450834
0.628140999249244	0.628140999249244	0.628140999249244	0.628140999249244	0.628140999249244	0.628140999249244	0.628140999249244	0.628140999249244	0.628140999249244	0.628140999249244	0.628140999249244	0.628140999249244	0.628140999249244	0.628140999249244	0.628140999249244	0.628140999249244	0.628140999249244	0.628140999249244
0.47411604182933675	0.47411604182933675	0.47411604182933675	0.47411604182933675	0.47411604182933675	0.47411604182933675	0.47411604182933675	0.47411604182933675	0.47411604182933675	0.47411604182933675	0.47411604182933675	0.47411604182933675	0.47411604182933675	0.47411604182933675	0.47411604182933675	0.47411604182933675	0.47411604182933675	0.47411604182933675
0.39932847799480364	0.39932847799480364	0.39932847799480364	0.39932847799480364	0.39932847799480364	0.39932847799480364	0.39932847799480364	0.39932847799480364	0.39932847799480364	0.39932847799480364	0.39932847799480364	0.39932847799480364	0.39932847799480364	0.39932847799480364	0.5450930252941687	0.39932847799480364	0.39932847799480364	0.39932847799480364
0.3272670071280863	0.3272670071280863	0.3272670071280863	0.3272670071280863	0.3272670071280863	0.3272670071280863	0.3272670071280863	0.3272670071280863	0.3272670071280863	0.3272670071280863	0.3272670071280863	0.3272670071280863	0.3272670071280863	0.3272670071280863	0.3272670071280863	0.3272670071280863	0.3272670071280863	0.3272670071280863
0.4036561583253395	0.4036561583253395	0.4036561583253395	0.4036561583253395	0.4036561583253395	0.4036561583253395	0.4036561583253395	0.4036561583253395	0.4036561583253395	0.4036561583253395	0.4036561583253395	0.4036561583253395	0.4036561583253395	0.4036561583253395	0.4036561583253395	0.4036561583253395	0.4036561583253395	0.4036561583253395
0.31269112359683293	0.31269112359683293	0.31269112359683293	0.31269112359683293	0.31269112359683293	0.31269112359683293	0.31269112359683293	0.31269112359683293	0.31269112359683293	0.31269112359683293	0.31269112359683293	0.31269112359683293	0.31269112359683293	0.31269112359683293	0.31269112359683293	0.31269112359683293	0.31269112359683293	0.31269112359683293
0.37220290644876697	0.37220290644876697	0.37220290644876697	0.37220290644876697	0.37220290644876697	0.37220290644876697	0.37220290644876697	0.37220290644876697	0.37220290644876697	0.37220290644876697	0.37220290644876697	0.37220290644876697	0.37220290644876697	0.37220290644876697	0.37220290644876697	0.37220290644876697	0.37220290644876697	0.37220290644876697
0.2852093251094154	0.2852093251094154	0.2852093251094154	0.2852093251094154	0.2852093251094154	0.2852093251094154	0.2852093251094154	0.2852093251094154	0.2852093251094154	0.2852093251094154	0.2852093251094154	0.2852093251094154	0.2852093251094154	0.2852093251094154	0.2852093251094154	0.2852093251094154	0.2852093251094154	0.2852093251094154
0.4643325054406009	0.4643325054406009	0.4643325054406009	0.4643325054406009	0.4643325054406009	0.4643325054406009	0.4643325054406009	0.4643325054406009	0.4643325054406009	0.4643325054406009	0.4643325054406009	0.4643325054406009	0.4643325054406009	0.4643325054406009	0.4643325054406009	0.4643325054406009	0.4643325054406009	0.4643325054406009
0.39447041502733154	0.39447041502733154	0.39447041502733154	0.39447041502733154	0.39447041502733154	0.39447041502733154	0.39447041502733154	0.39447041502733154	0.39447041502733154	0.39447041502733154	0.39447041502733154	0.39447041502733154	0.39447041502733154	0.39447041502733154	0.39447041502733154	0.39447041502733154	0.39447041502733154	0.39447041502733154
0.5295591841993256	0.5295591841993256	0.5295591841993256	0.5295591841993256	0.5295591841993256	0.5295591841993256	0.5295591841993256	0.5295591841993256	0.5295591841993256	0.5295591841993256	0.5295591841993256	0.5295591841993256	0.5295591841993256	0.5295591841993256	0.5295591841993256	0.5295591841993256	0.5295591841993256	0.5295591841993256
0.5033718814459447	0.5033718814459447	0.5033718814459447	0.5033718814459447	0.5033718814459447	0.5033718814459447	0.5033718814459447	0.5033718814459447	0.5033718814459447	0.5033718814459447	0.5033718814459447	0.5033718814459447	0.5033718814459447	0.5033718814459447	0.5033718814459447	0.5033718814459447	0.5033718814459447	0.5033718814459447
0.47189497958894505	0.47189497958894505	0.47189497958894505	0.47189497958894505	0.47189497958894505	0.47189497958894505	0.47189497958894505	0.47189497958894505	0.47189497958894505	0.47189497958894505	0.47189497958894505	0.47189497958894505	0.47189497958894505	0.47189497958894505	0.47189497958894505	0.47189497958894505	0.47189497958894505	0.47189497958894505
0.22014527850138174	0.22014527850138174	0.22014527850138174	0.22014527850138174	0.22014527850138174	0.22014527850138174	0.22014527850138174	0.22014527850138174	0.22014527850138174	0.22014527850138174	0.22014527850138174	0.22014527850138174	0.22014527850138174	0.22014527850138174	0.22014527850138174	0.22014527850138174	0.22014527850138174	0.22014527850138174
0.4050417079744626	0.4050417079744626	0.4050417079744626	0.4050417079744626	0.4050417079744626	0.4050417079744626	0.4050417079744626	0.4050417079744626	0.4050417079744626	0.4050417079744626	0.4050417079744626	0.4050417079744626	0.4050417079744626	0.4050417079744626	0.4050417079744626	0.4050417079744626	0.4050417079744626	0.4050417079744626
0.3880659737400659	0.3880659737400659	0.3880659737400659	0.3880659737400659	0.3880659737400659	0.3880659737400659	0.3880659737400659	0.3880659737400659	0.3880659737400659	0.3880659737400659	0.3880659737400659	0.3880659737400659	0.3880659737400659	0.3880659737400659	0.3880659737400659	0.3880659737400659	0.3880659737400659	0.3880659737400659
0.23100838850055522	0.23100838850055522	0.23100838850055522	0.23100838850055522	0.23100838850055522	0.23100838850055522	0.23100838850055522	0.23100838850055522	0.23100838850055522	0.23100838850055522	0.23100838850055522	0.23100838850055522	0.23100838850055522	0.23100838850055522	0.23100838850055522	0.23100838850055522	0.23100838850055522	0.23100838850055522
0.4287536608671823	0.4287536608671823	0.4287536608671823	0.4287536608671823	0.4287536608671823	0.4287536608671823	0.4287536608671823	0.4287536608671823	0.4287536608671823	0.4287536608671823	0.4287536608671823	0.4287536608671823	0.4287536608671823	0.4287536608671823	0.4287536608671823	0.4287536608671823	0.4287536608671823	0.4287536608671823
0.45206423289266157	0.45206423289266157	0.45206423289266157	0.45206423289266157	0.45206423289266157	0.45206423289266157	0.45206423289266157	0.45206423289266157	0.45206423289266157	0.45206423289266157	0.45206423289266157	0.45206423289266157	0.45206423289266157	0.45206423289266157	0.45206423289266157	0.45206423289266157	0.45206423289266157	0.45206423289266157
0.6073540295385965	0.6073540295385965	0.6073540295385965	0.6073540295385965	0.6073540295385965	0.6073540295385965	0.6073540295385965	0.6073540295385965	0.6073540295385965	0.6073540295385965	0.6073540295385965	0.6073540295385965	0.6073540295385965	0.6073540295385965	0.6073540295385965	0.6073540295385965	0.6073540295385965	0.6073540295385965
0.4740466401149964	0.4740466401149964	0.4740466401149964	0.4740466401149964	0.4740466401149964	0.4740466401149964	0.4740466401149964	0.4740466401149964	0.4740466401149964	0.4740466401149964	0.4740466401149964	0.4740466401149964	0.4740466401149964	0.4213775172309038	0.4740466401149964	0.4740466401149964	0.4740466401149964	0.4740466401149964
0.7453129271549648	0.7453129271549648	0.7453129271549648	0.7453129271549648	0.7453129271549648	0.7453129271549648	0.7453129271549648	0.7453129271549648	0.7453129271549648	0.7453129271549648	0.7453129271549648	0.7453129271549648	0.7453129271549648	0.7453129271549648	0.5396882453646246	0.7453129271549648	0.7453129271549648	0.7453129271549648
0.25889165912828954	0.25889165912828954	0.25889165912828954	0.25889165912828954	0.25889165912828954	0.25889165912828954	0.25889165912828954	0.25889165912828954	0.25889165912828954	0.25889165912828954	0.25889165912828954	0.25889165912828954	0.25889165912828954	0.25889165912828954	0.25889165912828954	0.25889165912828954	0.25889165912828954	0.25889165912828954
0.4332734070620474	0.4332734070620474	0.4332734070620474	0.4332734070620474	0.4332734070620474	0.4332734070620474	0.4332734070620474	0.4332734070620474	0.4332734070620474	0.4332734070620474	0.4332734070620474	0.4332734070620474	0.4332734070620474	0.4332734070620474	0.4332734070620474	0.4332734070620474	0.4332734070620474	0.4332734070620474
0.47224381456928755	0.47224381456928755	0.47224381456928755	0.47224381456928755	0.47224381456928755	0.47224381456928755	0.47224381456928755	0.47224381456928755	0.47224381456928755	0.47224381456928755	0.47224381456928755	0.47224381456928755	0.47224381456928755	0.47224381456928755	0.47224381456928755	0.47224381456928755	0.47224381456928755	0.47224381456928755
0.39501373802460754	0.39501373802460754	0.39501373802460754	0.39501373802460754	0.39501373802460754	0.39501373802460754	0.39501373802460754	0.39501373802460754	0.39501373802460754	0.39501373802460754	0.39501373802460754	0.39501373802460754	0.39501373802460754	0.39501373802460754	0.39501373802460754	0.39501373802460754	0.39501373802460754	0.39501373802460754
0.4905164025107326	0.4905164025107326	0.4905164025107326	0.4905164025107326	0.4905164025107326	0.4905164025107326	0.4905164025107326	0.4905164025107326	0.4905164025107326	0.4905164025107326	0.4905164025107326	0.4905164025107326	0.4905164025107326	0.4905164025107326	0.4905164025107326	0.4905164025107326	0.4905164025107326	0.4905164025107326
0.4054904798107057	0.4054904798107057	0.4054904798107057	0.4054904798107057	0.4054904798107057	0.4054904798107057	0.4054904798107057	0.4054904798107057	0.4054904798107057	0.4054904798107057	0.4054904798107057	0.4054904798107057	0.4054904798107057	0.4054904798107057	0.4054904798107057	0.4054904798107057	0.4054904798107057	0.4054904798107057
0.5124179823632713	0.5124179823632713	0.5124179823632713	0.5124179823632713	0.5124179823632713	0.5124179823632713	0.5124179823632713	0.5124179823632713	0.5124179823632713	0.5124179823632713	0.5124179823632713	0.5124179823632713	0.5124179823632713	0.5124179823632713	0.5124179823632713	0.5124179823632713	0.5124179823632713	0.5124179823632713
0.3140008362575816	0.3140008362575816	0.3140008362575816	0.3140008362575816	0.3140008362575816	0.3140008362575816	0.3140008362575816	0.3140008362575816	0.3140008362575816	0.3140008362575816	0.3140008362575816	0.3140008362575816	0.3140008362575816	0.3140008362575816	0.3140008362575816	0.3140008362575816	0.3655730153988996	0.3140008362575816
0.23900054870901363	0.23900054870901363	0.23900054870901363	0.23900054870901363	0.23900054870901363	0.23900054870901363	0.23900054870901363	0.23900054870901363	0.23900054870901363	0.23900054870901363	0.23900054870901363	0.23900054870901363	0.23900054870901363	0.23900054870901363	0.23900054870901363	0.23900054870901363	0.23900054870901363	0.23900054870901363
0.32239519462007454	0.32239519462007454	0.32239519462007454	0.32239519462007454	0.32239519462007454	0.32239519462007454	0.32239519462007454	0.32239519462007454	0.32239519462007454	0.32239519462007454	0.32239519462007454	0.32239519462007454	0.32239519462007454	0.32239519462007454	0.32239519462007454	0.32239519462007454	0.32239519462007454	0.32239519462007454
0.5128633458320914	0.5128633458320914	0.5128633458320914	0.5128633458320914	0.5128633458320914	0.5128633458320914	0.5128633458320914	0.5128633458320914	0.5128633458320914	0.5128633458320914	0.5128633458320914	0.5128633458320914	0.5128633458320914	0.5128633458320914	0.5128633458320914	0.5128633458320914	0.5128633458320914	0.382477618052821
0.4996663288733049	0.4996663288733049	0.4996663288733049	0.4996663288733049	0.4996663288733049	0.4996663288733049	0.4996663288733049	0.4996663288733049	0.4996663288733049	0.4996663288733049	0.4996663288733049	0.4996663288733049	0.4996663288733049	0.4996663288733049	0.4996663288733049	0.4996663288733049	0.4996663288733049	0.4996663288733049
0.3176789213340968	0.3176789213340968	0.3176789213340968	0.3176789213340968	0.3176789213340968	0.3176789213340968	0.3176789213340968	0.3176789213340968	0.3176789213340968	0.3176789213340968	0.3176789213340968	0.3176789213340968	0.3176789213340968	0.3176789213340968	0.3176789213340968	0.3176789213340968	0.3176789213340968	0.5834645537207769
0.31579095866698426	0.31579095866698426	0.31579095866698426	0.31579095866698426	0.31579095866698426	0.31579095866698426	0.31579095866698426	0.31579095866698426	0.31579095866698426	0.31579095866698426	0.31579095866698426	0.31579095866698426	0.31579095866698426	0.31579095866698426	0.31579095866698426	0.31579095866698426	0.31579095866698426	0.31579095866698426
