	count
_wt	23184
var0001	385
var0002	397
var0003	66
var0004	60
var0005	139
var0006	246
var0007	95
var0008	122
var0009	66
var0010	64
var0011	162
var0012	135
var0013	40
var0014	69
var0015	57
var0016	113
var0017	366
var0018	205
var0019	66
var0020	152
var0021	260
var0022	332
var0023	60
var0024	160
var0025	49
var0026	46
var0027	60
var0028	262
var0029	36
var0030	102
var0031	151
var0032	122
var0033	41
var0034	124
var0035	132
var0036	9
var0037	36
var0038	668
var0039	205
var0040	201
var0041	110
var0042	50
var0043	145
var0044	256
var0045	44
var0046	760
var0047	169
var0048	189
var0049	147
var0050	69
var0051	225
var0052	197
var0053	336
var0054	357
var0055	502
var0056	54
var0057	97
var0058	48
var0059	145
var0060	374
var0061	301
var0062	111
var0063	468
var0064	239
var0065	256
var0066	65
var0067	376
var0068	238
var0069	687
var0070	38
var0071	62
var0072	166
var0073	181
var0074	186
var0075	94
var0076	45
var0077	54
var0078	361
var0079	24
var0080	553
var0081	81
var0082	16
var0083	109
var0084	43
var0085	115
var0086	23
var0087	258
var0088	83
var0089	157
var0090	168
var0091	229
var0092	182
var0093	119
var0094	105
var0095	196
var0096	309
var0097	189
var0098	172
var0099	330
var0100	185
var0101	106
var0102	99
var0103	82
var0104	92
var0105	89
var0106	138
var0107	328
var0108	170
var0109	52
var0110	108
var0111	61
var0112	50
var0113	72
var0114	354
var0115	35
var0116	137
var0117	120
var0118	31
var0119	193
var0120	243
var0121	222
var0122	83
var0123	91
var0124	355
var0125	339
var0126	287
var0127	130
var0128	152
var0129	1034
var0130	553
var0131	91
var0132	519
var0133	273
var0134	224
var0135	130
var0136	26
var0137	59
var0138	147
var0139	143
var0140	75
var0141	321
var0142	103
var0143	112
var0144	64
var0145	177
var0146	286
var0147	31
var0148	148
var0149	235
var0150	87
var0151	18
var0152	50
var0153	558
var0154	145
var0155	94
var0156	109
var0157	328
var0158	120
var0159	81
var0160	116
var0161	74
var0162	251
var0163	456
var0164	290
var0165	140
var0166	294
var0167	212
var0168	20
var0169	53
var0170	181
var0171	210
var0172	217
var0173	412
var0174	78
var0175	28
var0176	8
var0177	107
var0178	31
var0179	233
var0180	97
var0181	219
var0182	264
var0183	368
var0184	81
var0185	67
var0186	355
var0187	80
var0188	250
var0189	241
var0190	461
var0191	94
var0192	151
var0193	55
var0194	355
var0195	23
var0196	234
var0197	152
var0198	34
var0199	78
var0200	171
var0201	187
var0202	51
var0203	262
var0204	207
var0205	153
var0206	311
var0207	211
var0208	206
var0209	143
var0210	161
var0211	89
var0212	157
var0213	205
var0214	112
var0215	122
var0216	50
var0217	365
var0218	120
var0219	259
var0220	77
var0221	255
var0222	89
var0223	46
var0224	158
var0225	199
var0226	82
var0227	40
var0228	94
var0229	43
var0230	159
var0231	36
var0232	61
var0233	32
var0234	124
var0235	132
var0236	64
var0237	111
var0238	127
var0239	255
var0240	70
var0241	193
var0242	161
var0243	93
var0244	134
var0245	683
var0246	7625
var0247	333
var0248	140
var0249	92
var0250	19
var0251	216
var0252	990
var0253	30
var0254	111
var0255	306
var0256	745
var0257	63
var0258	69
var0259	141
var0260	247
var0261	62
var0262	136
var0263	120
var0264	106
var0265	576
var0266	485
var0267	563
var0268	42
var0269	64
var0270	127
var0271	110
var0272	110
var0273	105
var0274	62
var0275	397
var0276	85
var0277	135
var0278	126
var0279	101
var0280	233
var0281	221
var0282	139
var0283	149
var0284	275
var0285	91
var0286	201
var0287	76
var0288	629
var0289	142
var0290	108
var0291	172
var0292	105
var0293	18
var0294	443
var0295	41
var0296	213
var0297	75
var0298	179
var0299	145
var0300	86
var0301	689
var0302	17
var0303	187
var0304	97
var0305	248
var0306	259
var0307	455
var0308	98
var0309	374
var0310	83
var0311	132
var0312	846
var0313	106
var0314	117
var0315	345
var0316	133
var0317	46
var0318	78
var0319	108
var0320	36
var0321	98
var0322	292
var0323	111
var0324	525
var0325	95
var0326	131
var0327	212
var0328	113
var0329	22
var0330	30
var0331	46
var0332	215
var0333	310
var0334	145
var0335	146
var0336	84
var0337	71
var0338	219
var0339	310
var0340	46
var0341	211
var0342	30
var0343	222
var0344	137
var0345	352
var0346	304
var0347	136
var0348	172
var0349	198
var0350	43
var0351	402
var0352	113
var0353	80489
var0354	141
var0355	63
var0356	62
var0357	65
var0358	29
var0359	159
var0360	181
var0361	126
var0362	89
var0363	226
var0364	1470
var0365	38
var0366	84
var0367	15
var0368	86
var0369	82
var0370	281
var0371	54
var0372	459
var0373	288
var0374	64
var0375	54
var0376	18
var0377	163
var0378	41
var0379	228
var0380	73
var0381	23
var0382	122
var0383	260
var0384	108
var0385	185
var0386	96
var0387	102
var0388	41
var0389	183
var0390	88
var0391	169
var0392	54
var0393	45
var0394	71
var0395	78
var0396	141
var0397	30
var0398	63
var0399	55
var0400	42
var0401	148
var0402	86
var0403	123
var0404	51
var0405	153
var0406	85
var0407	44
var0408	148
var0409	63
var0410	208
var0411	442
var0412	554
var0413	148
var0414	67
var0415	75
var0416	175
var0417	248
var0418	143
var0419	98
var0420	120
var0421	77
var0422	130
var0423	16
var0424	134
var0425	142
var0426	7
var0427	15
var0428	125
var0429	106
var0430	224
var0431	74
var0432	117
var0433	316
var0434	10
var0435	108
var0436	57
var0437	208
var0438	46
var0439	166
var0440	90
var0441	32
var0442	248
var0443	156
var0444	64
var0445	35
var0446	74
var0447	46
var0448	421
var0449	108
var0450	83
var0451	65
var0452	111
var0453	153
var0454	169
var0455	157
var0456	108
var0457	57
var0458	42
var0459	259
var0460	58
var0461	170
var0462	35
var0463	42
var0464	24
var0465	253
var0466	48
var0467	224
var0468	303
var0469	84
var0470	120
var0471	268
var0472	154
var0473	130
var0474	639
var0475	591
var0476	339
var0477	97
var0478	42
var0479	67
var0480	419
var0481	70
var0482	11
var0483	129
var0484	104
var0485	87
var0486	51
var0487	376
var0488	41
var0489	47
var0490	153
var0491	462
var0492	120
var0493	88
var0494	64
var0495	499
var0496	524
var0497	61
var0498	32
var0499	26
var0500	250
var0501	288
var0502	180
var0503	58
var0504	102
var0505	396
var0506	86
var0507	230
var0508	441
var0509	88
var0510	99
var0511	90
var0512	281
var0513	123
var0514	297
var0515	69
var0516	159
var0517	130
var0518	108
var0519	170
var0520	117
var0521	182
var0522	112
var0523	184
var0524	36
var0525	474
var0526	129
var0527	377
var0528	36
var0529	174
var0530	167
var0531	111
var0532	277
var0533	84
var0534	52
var0535	114
var0536	118
var0537	307
var0538	113
var0539	255
var0540	87
var0541	53
var0542	27
var0543	95
var0544	246
var0545	45
var0546	25
var0547	266
var0548	243
var0549	429
var0550	465
var0551	79
var0552	10
var0553	92
var0554	59
var0555	150
var0556	77
var0557	444
var0558	85
var0559	92
var0560	125
var0561	446
var0562	134
var0563	117
var0564	101
var0565	164
var0566	81
var0567	84
var0568	49
var0569	143
var0570	213
var0571	79
var0572	114
var0573	96
var0574	346
var0575	187
var0576	82
var0577	517
var0578	137
var0579	64
var0580	257
var0581	219
var0582	31
var0583	91
var0584	90
var0585	13
var0586	318
var0587	87
var0588	321
var0589	33
var0590	207
var0591	125
var0592	272
var0593	109
var0594	159
var0595	124
var0596	142
var0597	147
var0598	128
var0599	27
var0600	473
var0601	109
var0602	297
var0603	166
var0604	60
var0605	127
var0606	71
var0607	87
var0608	166
var0609	156
var0610	218
var0611	31
var0612	13
var0613	119
var0614	155
var0615	49
var0616	116
var0617	137
var0618	339
var0619	34
var0620	220
var0621	218
var0622	34
var0623	122
var0624	188
var0625	419
var0626	115
var0627	165
var0628	73
var0629	23
var0630	314
var0631	64
var0632	81
var0633	197
var0634	71
var0635	112
var0636	461
var0637	183
var0638	356
var0639	226
var0640	315
var0641	368
var0642	355
var0643	96
var0644	60
var0645	157
var0646	129
var0647	107
var0648	641
var0649	75
var0650	137
var0651	98
var0652	199
var0653	103
var0654	41
var0655	162
var0656	115
var0657	46
var0658	315
var0659	100
var0660	23
var0661	134
var0662	122
var0663	69
var0664	393
var0665	192
var0666	65
var0667	683
var0668	140
var0669	215
var0670	211
var0671	44
var0672	15
var0673	89
var0674	49
var0675	174
var0676	90
var0677	613
var0678	87
var0679	140
var0680	53
var0681	9
var0682	209
var0683	114
var0684	234
var0685	94
var0686	41
var0687	159
var0688	52
var0689	193
var0690	268
var0691	49
var0692	77
var0693	528
var0694	51
var0695	63
var0696	91
var0697	151
var0698	159
var0699	104
var0700	407
var0701	15
var0702	147
var0703	70
var0704	92
var0705	155
var0706	162
var0707	204
var0708	99
var0709	136
var0710	117
var0711	174
var0712	331
var0713	76
var0714	340
var0715	72
var0716	46
var0717	84
var0718	309
var0719	40
var0720	30
var0721	308
var0722	52
var0723	424
var0724	22
var0725	59
var0726	293
var0727	47
var0728	15
var0729	177
var0730	85
var0731	44
var0732	31
var0733	262
var0734	62
var0735	300
var0736	52
var0737	259
var0738	647
var0739	186
var0740	76
var0741	198
var0742	241
var0743	293
var0744	444
var0745	567
var0746	178
var0747	605
var0748	73
var0749	69
var0750	252
var0751	88
var0752	238
var0753	21
var0754	189
var0755	369
var0756	143
var0757	24
var0758	131
var0759	55
var0760	75
var0761	27
var0762	161
var0763	95
var0764	26
var0765	51
var0766	36
var0767	204
var0768	110
var0769	57
var0770	111
var0771	595
var0772	206
var0773	109
var0774	67
var0775	35
var0776	267
var0777	303
var0778	242
var0779	50
var0780	259
var0781	56
var0782	66
var0783	212
var0784	801
var0785	101
var0786	50
var0787	212
var0788	103
var0789	82
var0790	135
var0791	57
var0792	196
var0793	1
var0794	112
var0795	179
var0796	239
var0797	428
var0798	46
var0799	136
var0800	159
var0801	184
var0802	421
var0803	119
var0804	65
var0805	86
var0806	60
var0807	365
var0808	727
var0809	39
var0810	120
var0811	33
var0812	134
var0813	273
var0814	163
var0815	68
var0816	16
var0817	66
var0818	78
var0819	377
var0820	915
var0821	127
var0822	108
var0823	361
var0824	134
var0825	277
var0826	60
var0827	48
var0828	53
var0829	352
var0830	255
var0831	88
var0832	191
var0833	94
var0834	162
var0835	62
var0836	83
var0837	32
var0838	601
var0839	26
var0840	358
var0841	122
var0842	39
var0843	137
var0844	90
var0845	271
var0846	185
var0847	67
var0848	269
var0849	326
var0850	9
var0851	477
var0852	321
var0853	420
var0854	393
var0855	112
var0856	41
var0857	151
var0858	99
var0859	127
var0860	144
var0861	73
