	c_0	c_1	c_2	c_3	c_4	c_5
_wt	18772.0	20591.0	22752.0	22956.0	24998.0	24443.0
var0001	423.0	490.0	617.0	743.0	915.0	1068.0
var0002	103.0	140.0	126.0	175.0	196.0	236.0
var0003	354.0	250.0	214.0	173.0	136.0	109.0
var0004	179.0	143.0	119.0	113.0	76.0	48.0
var0005	283.0	213.0	204.0	171.0	152.0	95.0
var0006	207.0	219.0	243.0	258.0	239.0	267.0
var0007	289.0	226.0	248.0	204.0	189.0	172.0
var0008	249.0	195.0	168.0	157.0	150.0	118.0
var0009	231.0	167.0	190.0	155.0	121.0	121.0
var0010	344.0	305.0	315.0	306.0	276.0	247.0
var0011	105.0	94.0	72.0	56.0	60.0	56.0
var0012	158.0	114.0	84.0	69.0	38.0	41.0
var0013	146.0	143.0	102.0	109.0	94.0	58.0
var0014	114.0	97.0	108.0	89.0	99.0	76.0
var0015	294.0	290.0	266.0	238.0	193.0	147.0
var0016	184.0	157.0	156.0	111.0	100.0	89.0
var0017	85.0	118.0	114.0	113.0	112.0	114.0
var0018	170.0	138.0	155.0	155.0	191.0	159.0
var0019	249.0	207.0	188.0	150.0	113.0	77.0
var0020	247.0	263.0	348.0	400.0	538.0	606.0
var0021	132.0	186.0	204.0	226.0	263.0	341.0
var0022	296.0	357.0	440.0	459.0	558.0	615.0
var0023	193.0	122.0	104.0	69.0	46.0	35.0
var0024	153.0	157.0	178.0	166.0	200.0	230.0
var0025	59.0	39.0	32.0	14.0	10.0	2.0
var0026	385.0	354.0	294.0	263.0	190.0	156.0
var0027	142.0	101.0	117.0	87.0	62.0	42.0
var0028	346.0	326.0	309.0	257.0	248.0	224.0
var0029	194.0	154.0	130.0	84.0	71.0	57.0
var0030	233.0	207.0	176.0	153.0	112.0	121.0
var0031	186.0	174.0	231.0	168.0	173.0	122.0
var0032	444.0	349.0	293.0	295.0	283.0	259.0
var0033	162.0	106.0	81.0	63.0	48.0	32.0
var0034	141.0	139.0	122.0	107.0	105.0	85.0
var0035	167.0	168.0	154.0	135.0	165.0	141.0
var0036	280.0	194.0	135.0	80.0	46.0	29.0
var0037	131.0	91.0	52.0	74.0	19.0	23.0
var0038	231.0	280.0	341.0	453.0	557.0	645.0
var0039	139.0	92.0	114.0	132.0	107.0	120.0
var0040	152.0	154.0	177.0	180.0	171.0	167.0
var0041	118.0	118.0	137.0	113.0	135.0	104.0
var0042	189.0	149.0	138.0	110.0	65.0	61.0
var0043	159.0	166.0	175.0	161.0	164.0	144.0
var0044	88.0	99.0	103.0	84.0	144.0	147.0
var0045	206.0	130.0	123.0	105.0	99.0	76.0
var0046	177.0	301.0	372.0	561.0	796.0	1017.0
var0047	183.0	211.0	178.0	203.0	181.0	173.0
var0048	160.0	148.0	153.0	182.0	34.0	151.0
var0049	201.0	148.0	141.0	140.0	136.0	132.0
var0050	163.0	156.0	143.0	87.0	71.0	43.0
var0051	178.0	207.0	361.0	418.0	561.0	704.0
var0052	118.0	124.0	109.0	119.0	98.0	94.0
var0053	308.0	405.0	625.0	803.0	1012.0	1327.0
var0054	136.0	228.0	264.0	343.0	487.0	612.0
var0055	247.0	302.0	458.0	644.0	819.0	956.0
var0056	240.0	176.0	133.0	90.0	86.0	41.0
var0057	363.0	342.0	262.0	247.0	244.0	176.0
var0058	152.0	102.0	66.0	62.0	39.0	28.0
var0059	247.0	202.0	200.0	166.0	173.0	154.0
var0060	138.0	144.0	164.0	162.0	190.0	164.0
var0061	458.0	548.0	635.0	706.0	849.0	942.0
var0062	138.0	122.0	98.0	121.0	126.0	121.0
var0063	93.0	132.0	171.0	228.0	262.0	280.0
var0064	212.0	222.0	290.0	280.0	294.0	299.0
var0065	234.0	241.0	277.0	289.0	312.0	311.0
var0066	268.0	203.0	168.0	99.0	86.0	68.0
var0067	232.0	236.0	239.0	201.0	218.0	209.0
var0068	190.0	162.0	176.0	187.0	133.0	143.0
var0069	267.0	298.0	413.0	439.0	533.0	639.0
var0070	153.0	70.0	76.0	29.0	26.0	7.0
var0071	186.0	139.0	133.0	74.0	41.0	38.0
var0072	63.0	59.0	85.0	117.0	107.0	110.0
var0073	357.0	331.0	364.0	366.0	354.0	359.0
var0074	106.0	114.0	92.0	106.0	131.0	122.0
var0075	185.0	179.0	160.0	170.0	148.0	103.0
var0076	155.0	113.0	4119.0	72.0	59.0	34.0
var0077	183.0	105.0	79.0	48.0	23.0	17.0
var0078	238.0	251.0	310.0	302.0	362.0	357.0
