	count
_wt	22746
var0001	122
var0002	139
var0003	242
var0004	137
var0005	229
var0006	85
var0007	266
var0008	244
var0009	120
var0010	375
var0011	269
var0012	84
var0013	161
var0014	188
var0015	142
var0016	572
var0017	260
var0018	188
var0019	48
var0020	277
var0021	91
var0022	141
var0023	124
var0024	179
var0025	76
var0026	254
var0027	268
var0028	190
var0029	50
var0030	166
var0031	110
var0032	24
var0033	135
var0034	321
var0035	347
var0036	89
var0037	460
var0038	40
var0039	146
var0040	368
var0041	114
var0042	274
var0043	146
var0044	347
var0045	79
var0046	52
var0047	71
var0048	152
var0049	241
var0050	62
var0051	103
var0052	164
var0053	108
var0054	51
var0055	187
var0056	33
var0057	59
var0058	100
var0059	170
var0060	348
var0061	258
var0062	155
var0063	62
var0064	130
var0065	180
var0066	148
var0067	116
var0068	150
var0069	73
var0070	164
var0071	42
var0072	165
var0073	177
var0074	225
var0075	216
var0076	146
var0077	166
var0078	269
var0079	103
var0080	104
var0081	60
var0082	149
var0083	360
var0084	122
var0085	145
var0086	70
var0087	50
var0088	339
var0089	196
var0090	149
var0091	141
var0092	75
var0093	74
var0094	32
var0095	449
var0096	428
var0097	53
var0098	290
var0099	303
var0100	200
var0101	196
var0102	124
var0103	64
var0104	100
var0105	59
var0106	114
var0107	49
var0108	150
var0109	15
var0110	41
var0111	291
var0112	197
var0113	289
var0114	177
var0115	515
var0116	130
var0117	108
var0118	613
var0119	124
var0120	119
var0121	186
var0122	132
var0123	269
var0124	814
var0125	195
var0126	143
var0127	78
var0128	232
var0129	206
var0130	125
var0131	139
var0132	302
var0133	81
var0134	198
var0135	232
var0136	121
var0137	130
var0138	225
var0139	137
var0140	186
var0141	118
var0142	459
var0143	511
var0144	131
var0145	71
var0146	40
var0147	200
var0148	137
var0149	82
var0150	283
var0151	54
var0152	125
var0153	107
var0154	134
var0155	246
var0156	154
var0157	199
var0158	60
var0159	107
var0160	26
var0161	106
var0162	131
var0163	212
var0164	156
var0165	76
var0166	47
var0167	183
var0168	308
var0169	166
var0170	129
var0171	229
var0172	330
var0173	223
var0174	57
var0175	226
var0176	131
var0177	31
var0178	123
var0179	241
var0180	161
var0181	100
var0182	197
var0183	74
var0184	234
var0185	225
var0186	94
var0187	126
var0188	46
var0189	180
var0190	179
var0191	226
var0192	323
var0193	70
var0194	96
var0195	28
var0196	276
var0197	65
var0198	182
var0199	51
var0200	316
var0201	6
var0202	171
var0203	64
var0204	146
var0205	49
var0206	98
var0207	664
var0208	245
var0209	220
var0210	50
var0211	335
var0212	311
var0213	189
var0214	241
var0215	54
var0216	94
var0217	223
var0218	55
