	count
_wt	25420
var0001	404
var0002	468
var0003	57
var0004	40
var0005	128
var0006	249
var0007	93
var0008	142
var0009	81
var0010	111
var0011	145
var0012	171
var0013	66
var0014	85
var0015	104
var0016	104
var0017	392
var0018	228
var0019	69
var0020	223
var0021	295
var0022	66
var0023	49
var0024	188
var0025	48
var0026	62
var0027	73
var0028	268
var0029	45
var0030	129
var0031	177
var0032	119
var0033	46
var0034	103
var0035	119
var0036	28
var0037	44
var0038	677
var0039	200
var0040	219
var0041	152
var0042	70
var0043	130
var0044	307
var0045	39
var0046	965
var0047	194
var0048	247
var0049	182
var0050	91
var0051	270
var0052	183
var0053	303
var0054	415
var0055	571
var0056	71
var0057	93
var0058	33
var0059	164
var0060	452
var0061	422
var0062	160
var0063	491
var0064	229
var0065	288
var0066	86
var0067	454
var0068	262
var0069	868
var0070	45
var0071	57
var0072	178
var0073	192
var0074	295
var0075	147
var0076	44
var0077	66
var0078	427
var0079	16
var0080	622
var0081	61
var0082	34
var0083	108
var0084	47
var0085	108
var0086	14
var0087	312
var0088	64
var0089	210
var0090	127
var0091	270
var0092	155
var0093	140
var0094	108
var0095	245
var0096	217
var0097	147
var0098	175
var0099	378
var0100	199
var0101	148
var0102	115
var0103	116
var0104	85
var0105	88
var0106	191
var0107	355
var0108	253
var0109	67
var0110	101
var0111	64
var0112	85
var0113	63
var0114	409
var0115	40
var0116	195
var0117	111
var0118	26
var0119	246
var0120	300
var0121	248
var0122	92
var0123	110
var0124	348
var0125	328
var0126	321
var0127	142
var0128	183
var0129	1135
var0130	544
var0131	52
var0132	483
var0133	222
var0134	206
var0135	139
var0136	35
var0137	48
var0138	174
var0139	181
var0140	92
var0141	305
var0142	145
var0143	135
var0144	92
var0145	202
var0146	352
var0147	22
var0148	207
var0149	296
var0150	101
var0151	22
var0152	79
var0153	681
var0154	202
var0155	94
var0156	128
var0157	348
var0158	93
var0159	46
var0160	112
var0161	190
var0162	245
var0163	626
var0164	283
var0165	132
var0166	326
var0167	338
var0168	18
var0169	75
var0170	242
var0171	284
var0172	245
var0173	530
var0174	71
var0175	33
var0176	13
var0177	85
var0178	52
var0179	165
var0180	95
var0181	232
var0182	313
var0183	430
var0184	125
var0185	76
var0186	500
var0187	65
var0188	278
var0189	280
var0190	580
var0191	101
var0192	164
var0193	64
var0194	380
var0195	24
var0196	281
var0197	207
var0198	57
var0199	121
var0200	164
var0201	250
var0202	55
var0203	318
var0204	247
var0205	123
var0206	343
var0207	259
var0208	259
var0209	207
var0210	212
var0211	90
var0212	151
var0213	227
var0214	125
var0215	139
var0216	81
var0217	412
var0218	137
var0219	289
var0220	80
var0221	299
var0222	108
var0223	27
var0224	241
var0225	250
var0226	63
var0227	49
var0228	94
var0229	42
