	count
_wt	21112
var0001	314
var0002	87
var0003	100
var0004	116
var0005	195
var0006	210
var0007	229
var0008	44
var0009	380
var0010	209
var0011	57
var0012	178
var0013	353
var0014	230
var0015	91
var0016	147
var0017	159
var0018	180
var0019	148
var0020	248
var0021	47
var0022	110
var0023	167
var0024	161
var0025	110
var0026	347
var0027	96
var0028	174
var0029	126
var0030	154
var0031	298
var0032	100
var0033	167
var0034	266
var0035	299
var0036	178
var0037	274
var0038	240
var0039	372
var0040	132
var0041	71
var0042	71
var0043	244
var0044	265
var0045	81
var0046	80
var0047	70
var0048	235
var0049	159
var0050	72
var0051	111
var0052	216
var0053	143
var0054	285
var0055	99
var0056	43
var0057	88
var0058	258
var0059	248
var0060	166
var0061	142
var0062	105
var0063	73
var0064	143
var0065	133
var0066	114
var0067	204
var0068	81
var0069	290
var0070	154
var0071	78
var0072	162
var0073	321
var0074	109
var0075	151
var0076	277
var0077	226
var0078	238
var0079	197
var0080	58
var0081	54
var0082	210
var0083	221
var0084	361
var0085	97
var0086	142
var0087	86
var0088	334
var0089	149
var0090	217
var0091	87
var0092	148
var0093	96
var0094	54
var0095	134
var0096	89
var0097	155
var0098	132
var0099	222
var0100	349
var0101	87
var0102	134
var0103	91
var0104	172
var0105	159
var0106	99
var0107	115
var0108	134
var0109	97
var0110	89
var0111	104
var0112	138
var0113	299
var0114	189
var0115	151
var0116	224
var0117	110
var0118	216
var0119	126
var0120	154
var0121	100
var0122	292
var0123	221
var0124	191
var0125	128
var0126	196
var0127	166
var0128	114
var0129	114
var0130	149
var0131	121
var0132	115
var0133	290
var0134	258
var0135	92
var0136	120
var0137	249
var0138	88
var0139	219
var0140	110
var0141	122
var0142	206
var0143	118
var0144	116
var0145	149
var0146	76
var0147	179
var0148	157
var0149	131
var0150	161
var0151	131
var0152	83
var0153	161
var0154	365
var0155	267
var0156	121
var0157	227
var0158	160
var0159	146
var0160	136
var0161	185
var0162	95
var0163	264
var0164	89
var0165	143
var0166	138
